internal_project_id,evidence_date,outcome_type,failure_category,evidence_summary,source_scope
PAI-03943,2026-03-01,CANCELLED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-03946,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03947,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03951,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03953,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03955,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03961,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-03968,2026-03-01,ABANDONED,CLEARANCE,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03973,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03979,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03984,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-03985,2026-03-01,DROPPED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-03988,2026-03-01,ABANDONED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-03991,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04008,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04009,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04014,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04022,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04024,2026-03-01,TERMINATED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04025,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04026,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04033,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04036,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04040,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04041,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04045,2026-03-01,CANCELLED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04046,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04048,2026-03-01,CANCELLED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04056,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04061,2026-03-01,CANCELLED,FUNDING,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04067,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04072,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04083,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04085,2026-03-01,TERMINATED,FUNDING,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04086,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04091,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04096,2026-03-01,DROPPED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04102,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04104,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04105,2026-03-01,CANCELLED,CLEARANCE,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04117,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04118,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04119,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04122,2026-03-01,CANCELLED,CLEARANCE,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04129,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04133,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04136,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04140,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04147,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04151,2026-03-01,CANCELLED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04152,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04154,2026-03-01,TERMINATED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04157,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04158,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04165,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04167,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04172,2026-03-01,ABANDONED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-04181,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04185,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04189,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04192,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04195,2026-03-01,CANCELLED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04198,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04201,2026-03-01,CANCELLED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04217,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04220,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04224,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04231,2026-03-01,CANCELLED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04232,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04233,2026-03-01,CANCELLED,CLEARANCE,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04251,2026-03-01,CANCELLED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04253,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04264,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04272,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04284,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04290,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04294,2026-03-01,ABANDONED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-04310,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04311,2026-03-01,CANCELLED,CLEARANCE,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04319,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04323,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04324,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04350,2026-03-01,TERMINATED,FUNDING,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04354,2026-03-01,DROPPED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04355,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04356,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04359,2026-03-01,CANCELLED,FUNDING,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04363,2026-03-01,DROPPED,CLEARANCE,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04365,2026-03-01,TERMINATED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04366,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04372,2026-03-01,CANCELLED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04383,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04387,2026-03-01,ABANDONED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-04388,2026-03-01,TERMINATED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04390,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04397,2026-03-01,TERMINATED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04398,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04400,2026-03-01,DROPPED,FUNDING,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04403,2026-03-01,CANCELLED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04408,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04409,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04410,2026-03-01,TERMINATED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04411,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04412,2026-03-01,TERMINATED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04413,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04414,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04419,2026-03-01,CANCELLED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04424,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04427,2026-03-01,CANCELLED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04440,2026-03-01,DROPPED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04447,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04449,2026-03-01,TERMINATED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04451,2026-03-01,CANCELLED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04454,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04456,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04460,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04462,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04464,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04473,2026-03-01,ABANDONED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-04481,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04488,2026-03-01,ABANDONED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-04494,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04500,2026-03-01,CANCELLED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04507,2026-03-01,CANCELLED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04510,2026-03-01,DROPPED,FUNDING,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04513,2026-03-01,CANCELLED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04519,2026-03-01,DROPPED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04520,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04521,2026-03-01,ABANDONED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with abandoned outcome.,SYNTHETIC
PAI-04530,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04535,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04544,2026-03-01,CANCELLED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04559,2026-03-01,CANCELLED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04573,2026-03-01,FROZEN,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04574,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04577,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04578,2026-03-01,FROZEN,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04582,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04584,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04586,2026-03-01,CANCELLED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04591,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04593,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04604,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04612,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04621,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04622,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04624,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04626,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04637,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04639,2026-03-01,DROPPED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04641,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04642,2026-03-01,FROZEN,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04644,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04649,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04651,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04657,2026-03-01,TERMINATED,FUNDING,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04667,2026-03-01,DROPPED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04678,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04680,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04683,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04691,2026-03-01,DOWNGRADED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04692,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04705,2026-03-01,DOWNGRADED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04709,2026-03-01,TERMINATED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04716,2026-03-01,DOWNGRADED,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04721,2026-03-01,DOWNGRADED,CLEARANCE,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04724,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04733,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04745,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04748,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04749,2026-03-01,DOWNGRADED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04751,2026-03-01,CANCELLED,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04761,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04762,2026-03-01,FROZEN,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04769,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04771,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04777,2026-03-01,DOWNGRADED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04779,2026-03-01,FROZEN,FUNDING,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04789,2026-03-01,DOWNGRADED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04800,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04804,2026-03-01,DOWNGRADED,ENGINEERING_OR_FEASIBILITY,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
PAI-04810,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04819,2026-03-01,DROPPED,CLEARANCE,Synthetic historical analogue: project trajectory associated with dropped outcome.,SYNTHETIC
PAI-04822,2026-03-01,FROZEN,PROCUREMENT_OR_CONTRACT,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04825,2026-03-01,CANCELLED,LAND_ACQUISITION,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04833,2026-03-01,TERMINATED,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04837,2026-03-01,FROZEN,BUDGET_OR_APPROVAL,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04839,2026-03-01,TERMINATED,SCOPE_OR_POLICY,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04843,2026-03-01,FROZEN,OTHER_OR_UNKNOWN,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04845,2026-03-01,TERMINATED,LEGAL_OR_SOCIAL,Synthetic historical analogue: project trajectory associated with terminated outcome.,SYNTHETIC
PAI-04849,2026-03-01,FROZEN,CLEARANCE,Synthetic historical analogue: project trajectory associated with frozen outcome.,SYNTHETIC
PAI-04855,2026-03-01,CANCELLED,FUNDING,Synthetic historical analogue: project trajectory associated with cancelled outcome.,SYNTHETIC
PAI-04857,2026-03-01,DOWNGRADED,FUNDING,Synthetic historical analogue: project trajectory associated with downgraded outcome.,SYNTHETIC
