internal_project_id,milestone_name,planned_date,actual_date,status,delay_days
PAI-00064,Milestone 8,2026-07-19,,PLANNED,
PAI-00065,Milestone 1,2023-08-05,2023-08-11,COMPLETED,6.0
PAI-00065,Milestone 2,2023-10-14,2023-11-20,COMPLETED,37.0
PAI-00065,Milestone 3,2023-12-23,2024-01-11,COMPLETED,19.0
PAI-00065,Milestone 4,2024-03-02,2024-03-11,DELAYED,9.0
PAI-00065,Milestone 5,2024-05-11,2024-06-24,COMPLETED,44.0
PAI-00065,Milestone 6,2024-07-20,2024-08-01,COMPLETED,12.0
PAI-00065,Milestone 7,2024-09-28,2024-11-11,COMPLETED,44.0
PAI-00066,Milestone 1,2024-06-20,2024-07-15,COMPLETED,25.0
PAI-00066,Milestone 2,2024-11-12,2024-12-10,DELAYED,28.0
PAI-00066,Milestone 3,2025-04-07,2025-06-17,COMPLETED,71.0
PAI-00066,Milestone 4,2025-08-30,2025-09-12,COMPLETED,13.0
PAI-00066,Milestone 5,2026-01-23,2026-02-13,COMPLETED,21.0
PAI-00066,Milestone 6,2026-06-17,,PLANNED,
PAI-00067,Milestone 1,2025-02-17,2025-05-14,COMPLETED,86.0
PAI-00067,Milestone 2,2025-11-17,2026-02-19,COMPLETED,94.0
PAI-00067,Milestone 3,2026-08-18,,PLANNED,
PAI-00067,Milestone 4,2027-05-18,,PLANNED,
PAI-00067,Milestone 5,2028-02-15,,PLANNED,
PAI-00068,Milestone 1,2024-07-16,2024-10-09,COMPLETED,85.0
PAI-00068,Milestone 2,2024-12-07,2025-01-11,COMPLETED,35.0
PAI-00068,Milestone 3,2025-04-30,2025-08-21,DELAYED,113.0
PAI-00068,Milestone 4,2025-09-22,2025-10-15,DELAYED,23.0
PAI-00068,Milestone 5,2026-02-13,2026-04-01,COMPLETED,47.0
PAI-00068,Milestone 6,2026-07-07,,PLANNED,
PAI-00069,Milestone 1,2024-10-15,2024-10-28,COMPLETED,13.0
PAI-00069,Milestone 2,2025-01-22,2025-02-14,COMPLETED,23.0
PAI-00069,Milestone 3,2025-05-01,2025-07-25,COMPLETED,85.0
PAI-00069,Milestone 4,2025-08-08,2025-08-29,COMPLETED,21.0
PAI-00069,Milestone 5,2025-11-16,2026-01-01,COMPLETED,46.0
PAI-00069,Milestone 6,2026-02-23,2026-03-22,COMPLETED,27.0
PAI-00069,Milestone 7,2026-06-02,,PLANNED,
PAI-00069,Milestone 8,2026-09-09,,PLANNED,
PAI-00070,Milestone 1,2025-06-16,2025-10-10,COMPLETED,116.0
PAI-00070,Milestone 2,2025-09-07,2026-02-20,COMPLETED,166.0
PAI-00070,Milestone 3,2025-11-29,,PLANNED,
PAI-00070,Milestone 4,2026-02-20,,PLANNED,
PAI-00070,Milestone 5,2026-05-15,,PLANNED,
PAI-00070,Milestone 6,2026-08-06,,PLANNED,
PAI-00070,Milestone 7,2026-10-28,,PLANNED,
PAI-00070,Milestone 8,2027-01-19,,PLANNED,
PAI-00071,Milestone 1,2024-02-26,2024-02-26,COMPLETED,0.0
PAI-00071,Milestone 2,2024-07-27,2024-08-08,COMPLETED,12.0
PAI-00071,Milestone 3,2024-12-27,2024-12-27,COMPLETED,0.0
PAI-00071,Milestone 4,2025-05-28,2025-05-28,COMPLETED,0.0
PAI-00071,Milestone 5,2025-10-28,2025-10-28,DELAYED,0.0
PAI-00071,Milestone 6,2026-03-29,2026-03-29,COMPLETED,0.0
PAI-00071,Milestone 7,2026-08-29,,PLANNED,
PAI-00071,Milestone 8,2027-01-28,,PLANNED,
PAI-00072,Milestone 1,2024-11-18,2024-12-21,DELAYED,33.0
PAI-00072,Milestone 2,2025-03-01,2025-04-09,COMPLETED,39.0
PAI-00072,Milestone 3,2025-06-12,2025-07-21,COMPLETED,39.0
PAI-00072,Milestone 4,2025-09-23,2025-10-26,COMPLETED,33.0
PAI-00072,Milestone 5,2026-01-04,2026-01-22,DELAYED,18.0
PAI-00072,Milestone 6,2026-04-17,,PLANNED,
PAI-00073,Milestone 1,2026-05-09,,PLANNED,
PAI-00073,Milestone 2,2027-02-06,,PLANNED,
PAI-00073,Milestone 3,2027-11-06,,PLANNED,
PAI-00073,Milestone 4,2028-08-05,,PLANNED,
PAI-00073,Milestone 5,2029-05-05,,PLANNED,
PAI-00074,Milestone 1,2025-02-07,2025-03-09,COMPLETED,30.0
PAI-00074,Milestone 2,2025-11-25,2025-11-25,COMPLETED,0.0
PAI-00074,Milestone 3,2026-09-11,,PLANNED,
PAI-00074,Milestone 4,2027-06-29,,PLANNED,
PAI-00074,Milestone 5,2028-04-14,,PLANNED,
PAI-00075,Milestone 1,2026-06-14,,PLANNED,
PAI-00075,Milestone 2,2027-02-18,,PLANNED,
PAI-00075,Milestone 3,2027-10-25,,PLANNED,
PAI-00075,Milestone 4,2028-07-01,,PLANNED,
PAI-00075,Milestone 5,2029-03-07,,PLANNED,
PAI-00075,Milestone 6,2029-11-11,,PLANNED,
PAI-00076,Milestone 1,2026-08-02,,PLANNED,
PAI-00076,Milestone 2,2027-01-04,,PLANNED,
PAI-00076,Milestone 3,2027-06-08,,PLANNED,
PAI-00076,Milestone 4,2027-11-10,,PLANNED,
PAI-00076,Milestone 5,2028-04-13,,PLANNED,
PAI-00076,Milestone 6,2028-09-15,,PLANNED,
PAI-00077,Milestone 1,2025-10-31,2026-01-03,COMPLETED,64.0
PAI-00077,Milestone 2,2026-03-13,2026-03-13,COMPLETED,0.0
PAI-00077,Milestone 3,2026-07-25,,PLANNED,
PAI-00077,Milestone 4,2026-12-05,,PLANNED,
PAI-00077,Milestone 5,2027-04-18,,PLANNED,
PAI-00077,Milestone 6,2027-08-29,,PLANNED,
PAI-00077,Milestone 7,2028-01-10,,PLANNED,
PAI-00077,Milestone 8,2028-05-22,,PLANNED,
PAI-00078,Milestone 1,2024-10-03,2024-10-09,COMPLETED,6.0
PAI-00078,Milestone 2,2025-04-06,2025-04-06,COMPLETED,0.0
PAI-00078,Milestone 3,2025-10-07,2025-10-07,DELAYED,0.0
PAI-00078,Milestone 4,2026-04-10,,PLANNED,
PAI-00078,Milestone 5,2026-10-12,,PLANNED,
PAI-00078,Milestone 6,2027-04-14,,PLANNED,
PAI-00078,Milestone 7,2027-10-16,,PLANNED,
PAI-00079,Milestone 1,2025-02-24,2025-03-23,COMPLETED,27.0
PAI-00079,Milestone 2,2025-10-05,2025-12-15,COMPLETED,71.0
PAI-00079,Milestone 3,2026-05-16,,PLANNED,
PAI-00079,Milestone 4,2026-12-25,,PLANNED,
PAI-00079,Milestone 5,2027-08-05,,PLANNED,
PAI-00080,Milestone 1,2024-01-05,2024-01-26,COMPLETED,21.0
PAI-00080,Milestone 2,2024-03-08,2024-03-08,COMPLETED,0.0
PAI-00080,Milestone 3,2024-05-10,2024-05-10,COMPLETED,0.0
PAI-00080,Milestone 4,2024-07-11,2024-07-11,DELAYED,0.0
PAI-00080,Milestone 5,2024-09-12,2024-09-12,COMPLETED,0.0
PAI-00080,Milestone 6,2024-11-14,2024-11-14,DELAYED,0.0
PAI-00080,Milestone 7,2025-01-15,2025-01-15,COMPLETED,0.0
PAI-00080,Milestone 8,2025-03-19,2025-03-19,COMPLETED,0.0
PAI-00081,Milestone 1,2025-05-09,2025-05-25,COMPLETED,16.0
PAI-00081,Milestone 2,2025-11-17,2026-01-12,DELAYED,56.0
PAI-00081,Milestone 3,2026-05-28,,PLANNED,
PAI-00081,Milestone 4,2026-12-05,,PLANNED,
PAI-00081,Milestone 5,2027-06-15,,PLANNED,
PAI-00081,Milestone 6,2027-12-24,,PLANNED,
PAI-00081,Milestone 7,2028-07-02,,PLANNED,
PAI-00081,Milestone 8,2029-01-10,,PLANNED,
PAI-00082,Milestone 1,2025-02-02,2025-03-31,COMPLETED,57.0
PAI-00082,Milestone 2,2025-07-03,2025-08-23,COMPLETED,51.0
PAI-00082,Milestone 3,2025-12-01,2026-02-17,DELAYED,78.0
PAI-00082,Milestone 4,2026-05-02,,PLANNED,
PAI-00082,Milestone 5,2026-09-30,,PLANNED,
PAI-00082,Milestone 6,2027-02-28,,PLANNED,
PAI-00082,Milestone 7,2027-07-29,,PLANNED,
PAI-00083,Milestone 1,2026-01-31,2026-04-27,DELAYED,86.0
PAI-00083,Milestone 2,2026-05-15,,PLANNED,
PAI-00083,Milestone 3,2026-08-28,,PLANNED,
PAI-00083,Milestone 4,2026-12-10,,PLANNED,
PAI-00083,Milestone 5,2027-03-25,,PLANNED,
PAI-00083,Milestone 6,2027-07-07,,PLANNED,
PAI-00084,Milestone 1,2025-03-13,2025-04-07,DELAYED,25.0
PAI-00084,Milestone 2,2025-06-23,2025-09-27,DELAYED,96.0
PAI-00084,Milestone 3,2025-10-03,2025-11-03,COMPLETED,31.0
PAI-00084,Milestone 4,2026-01-13,2026-03-22,COMPLETED,68.0
PAI-00084,Milestone 5,2026-04-25,,PLANNED,
PAI-00084,Milestone 6,2026-08-05,,PLANNED,
PAI-00084,Milestone 7,2026-11-15,,PLANNED,
PAI-00085,Milestone 1,2026-02-18,2026-02-27,COMPLETED,9.0
PAI-00085,Milestone 2,2026-05-10,,PLANNED,
PAI-00085,Milestone 3,2026-07-30,,PLANNED,
PAI-00085,Milestone 4,2026-10-19,,PLANNED,
PAI-00085,Milestone 5,2027-01-08,,PLANNED,
PAI-00085,Milestone 6,2027-03-30,,PLANNED,
PAI-00085,Milestone 7,2027-06-19,,PLANNED,
PAI-00085,Milestone 8,2027-09-08,,PLANNED,
PAI-00086,Milestone 1,2025-02-18,2025-02-18,COMPLETED,0.0
PAI-00086,Milestone 2,2025-09-27,2025-09-27,COMPLETED,0.0
PAI-00086,Milestone 3,2026-05-06,,PLANNED,
PAI-00086,Milestone 4,2026-12-13,,PLANNED,
PAI-00086,Milestone 5,2027-07-22,,PLANNED,
PAI-00086,Milestone 6,2028-02-28,,PLANNED,
PAI-00086,Milestone 7,2028-10-06,,PLANNED,
PAI-00087,Milestone 1,2024-10-04,2025-01-21,COMPLETED,109.0
PAI-00087,Milestone 2,2025-02-07,2025-03-14,DELAYED,35.0
PAI-00087,Milestone 3,2025-06-12,2025-08-10,COMPLETED,59.0
PAI-00087,Milestone 4,2025-10-16,2025-11-15,COMPLETED,30.0
PAI-00087,Milestone 5,2026-02-18,2026-03-08,COMPLETED,18.0
PAI-00088,Milestone 1,2024-06-16,2024-06-16,COMPLETED,0.0
PAI-00088,Milestone 2,2024-11-27,2024-12-21,DELAYED,24.0
PAI-00088,Milestone 3,2025-05-11,2025-05-28,DELAYED,17.0
PAI-00088,Milestone 4,2025-10-22,2025-12-01,COMPLETED,40.0
PAI-00088,Milestone 5,2026-04-04,,PLANNED,
PAI-00089,Milestone 1,2025-12-31,2025-12-31,COMPLETED,0.0
PAI-00089,Milestone 2,2026-04-17,,PLANNED,
PAI-00089,Milestone 3,2026-08-02,,PLANNED,
PAI-00089,Milestone 4,2026-11-16,,PLANNED,
PAI-00089,Milestone 5,2027-03-03,,PLANNED,
PAI-00089,Milestone 6,2027-06-18,,PLANNED,
PAI-00090,Milestone 1,2025-10-30,2025-11-19,COMPLETED,20.0
PAI-00090,Milestone 2,2026-06-26,,PLANNED,
PAI-00090,Milestone 3,2027-02-21,,PLANNED,
PAI-00090,Milestone 4,2027-10-18,,PLANNED,
PAI-00090,Milestone 5,2028-06-14,,PLANNED,
PAI-00090,Milestone 6,2029-02-08,,PLANNED,
PAI-00091,Milestone 1,2024-11-14,2025-01-20,COMPLETED,67.0
PAI-00091,Milestone 2,2025-05-31,2025-06-25,COMPLETED,25.0
PAI-00091,Milestone 3,2025-12-15,2026-01-24,COMPLETED,40.0
PAI-00091,Milestone 4,2026-07-01,,PLANNED,
PAI-00091,Milestone 5,2027-01-15,,PLANNED,
PAI-00091,Milestone 6,2027-08-01,,PLANNED,
PAI-00091,Milestone 7,2028-02-15,,PLANNED,
PAI-00092,Milestone 1,2024-11-20,2024-11-20,COMPLETED,0.0
PAI-00092,Milestone 2,2025-02-16,2025-02-16,DELAYED,0.0
PAI-00092,Milestone 3,2025-05-15,2025-07-30,COMPLETED,76.0
PAI-00092,Milestone 4,2025-08-11,2025-08-11,DELAYED,0.0
PAI-00092,Milestone 5,2025-11-07,2025-11-07,COMPLETED,0.0
PAI-00092,Milestone 6,2026-02-03,2026-03-09,COMPLETED,34.0
PAI-00093,Milestone 1,2025-09-16,2025-09-16,COMPLETED,0.0
PAI-00093,Milestone 2,2026-01-14,2026-01-26,COMPLETED,12.0
PAI-00093,Milestone 3,2026-05-15,,PLANNED,
PAI-00093,Milestone 4,2026-09-12,,PLANNED,
PAI-00093,Milestone 5,2027-01-11,,PLANNED,
PAI-00093,Milestone 6,2027-05-11,,PLANNED,
PAI-00093,Milestone 7,2027-09-09,,PLANNED,
PAI-00093,Milestone 8,2028-01-07,,PLANNED,
PAI-00094,Milestone 1,2024-04-06,2024-04-06,DELAYED,0.0
PAI-00094,Milestone 2,2024-07-24,2024-07-24,COMPLETED,0.0
PAI-00094,Milestone 3,2024-11-11,2024-11-11,DELAYED,0.0
PAI-00094,Milestone 4,2025-02-28,2025-02-28,COMPLETED,0.0
PAI-00094,Milestone 5,2025-06-18,2025-06-29,DELAYED,11.0
PAI-00094,Milestone 6,2025-10-05,2025-10-05,COMPLETED,0.0
PAI-00095,Milestone 1,2024-12-10,2024-12-10,COMPLETED,0.0
PAI-00095,Milestone 2,2025-06-17,2025-06-17,COMPLETED,0.0
PAI-00095,Milestone 3,2025-12-23,2026-01-27,COMPLETED,35.0
PAI-00095,Milestone 4,2026-06-30,,PLANNED,
PAI-00095,Milestone 5,2027-01-05,,PLANNED,
PAI-00096,Milestone 1,2024-07-02,2024-07-02,COMPLETED,0.0
PAI-00096,Milestone 2,2025-01-05,2025-02-05,COMPLETED,31.0
PAI-00096,Milestone 3,2025-07-12,2025-07-12,DELAYED,0.0
PAI-00096,Milestone 4,2026-01-15,2026-02-08,COMPLETED,24.0
PAI-00096,Milestone 5,2026-07-22,,PLANNED,
PAI-00096,Milestone 6,2027-01-25,,PLANNED,
PAI-00097,Milestone 1,2025-12-06,2025-12-26,COMPLETED,20.0
PAI-00097,Milestone 2,2026-03-10,,PLANNED,
PAI-00097,Milestone 3,2026-06-11,,PLANNED,
PAI-00097,Milestone 4,2026-09-13,,PLANNED,
PAI-00097,Milestone 5,2026-12-15,,PLANNED,
PAI-00097,Milestone 6,2027-03-19,,PLANNED,
PAI-00098,Milestone 1,2023-12-21,2023-12-21,COMPLETED,0.0
PAI-00098,Milestone 2,2024-04-29,2024-04-29,COMPLETED,0.0
PAI-00098,Milestone 3,2024-09-06,2024-10-22,COMPLETED,46.0
PAI-00098,Milestone 4,2025-01-14,2025-01-29,DELAYED,15.0
PAI-00098,Milestone 5,2025-05-24,2025-05-24,COMPLETED,0.0
PAI-00098,Milestone 6,2025-10-01,2025-10-01,DELAYED,0.0
PAI-00099,Milestone 1,2024-12-26,2025-02-25,DELAYED,61.0
PAI-00099,Milestone 2,2025-03-11,2025-03-23,COMPLETED,12.0
PAI-00099,Milestone 3,2025-05-24,2025-05-24,COMPLETED,0.0
PAI-00099,Milestone 4,2025-08-07,2025-08-07,COMPLETED,0.0
PAI-00099,Milestone 5,2025-10-21,2025-10-21,DELAYED,0.0
PAI-00099,Milestone 6,2026-01-03,2026-01-03,COMPLETED,0.0
PAI-00099,Milestone 7,2026-03-19,2026-03-19,COMPLETED,0.0
PAI-00100,Milestone 1,2024-08-11,2024-10-22,DELAYED,72.0
PAI-00100,Milestone 2,2025-01-25,2025-06-01,COMPLETED,127.0
PAI-00100,Milestone 3,2025-07-11,2025-10-19,DELAYED,100.0
PAI-00100,Milestone 4,2025-12-25,,PLANNED,
PAI-00100,Milestone 5,2026-06-10,,PLANNED,
PAI-00100,Milestone 6,2026-11-24,,PLANNED,
PAI-00100,Milestone 7,2027-05-10,,PLANNED,
PAI-00101,Milestone 1,2024-11-11,2025-01-02,COMPLETED,52.0
PAI-00101,Milestone 2,2025-03-02,2025-03-15,COMPLETED,13.0
PAI-00101,Milestone 3,2025-06-21,2025-08-03,COMPLETED,43.0
PAI-00101,Milestone 4,2025-10-10,2025-12-07,COMPLETED,58.0
PAI-00101,Milestone 5,2026-01-29,2026-04-10,COMPLETED,71.0
PAI-00101,Milestone 6,2026-05-20,,PLANNED,
PAI-00101,Milestone 7,2026-09-08,,PLANNED,
PAI-00102,Milestone 1,2024-07-31,2024-09-19,DELAYED,50.0
PAI-00102,Milestone 2,2024-11-01,2025-02-17,COMPLETED,108.0
PAI-00102,Milestone 3,2025-02-02,2025-05-27,COMPLETED,114.0
PAI-00102,Milestone 4,2025-05-05,2025-06-13,COMPLETED,39.0
PAI-00102,Milestone 5,2025-08-06,2025-08-23,COMPLETED,17.0
PAI-00103,Milestone 1,2023-11-21,2023-12-13,COMPLETED,22.0
PAI-00103,Milestone 2,2024-02-13,2024-04-21,COMPLETED,68.0
PAI-00103,Milestone 3,2024-05-07,2024-07-05,COMPLETED,59.0
PAI-00103,Milestone 4,2024-07-30,2024-11-16,COMPLETED,109.0
PAI-00103,Milestone 5,2024-10-22,2024-12-15,COMPLETED,54.0
PAI-00103,Milestone 6,2025-01-14,2025-03-10,COMPLETED,55.0
PAI-00104,Milestone 1,2024-07-03,2024-07-21,COMPLETED,18.0
PAI-00104,Milestone 2,2024-10-25,2024-10-25,COMPLETED,0.0
PAI-00104,Milestone 3,2025-02-16,2025-02-18,COMPLETED,2.0
PAI-00104,Milestone 4,2025-06-09,2025-06-27,DELAYED,18.0
PAI-00104,Milestone 5,2025-10-01,2025-10-31,COMPLETED,30.0
PAI-00104,Milestone 6,2026-01-23,2026-02-20,COMPLETED,28.0
PAI-00104,Milestone 7,2026-05-16,,PLANNED,
PAI-00104,Milestone 8,2026-09-07,,PLANNED,
PAI-00105,Milestone 1,2024-06-03,2024-06-03,COMPLETED,0.0
PAI-00105,Milestone 2,2024-12-24,2025-01-14,DELAYED,21.0
PAI-00105,Milestone 3,2025-07-17,2025-08-08,COMPLETED,22.0
PAI-00105,Milestone 4,2026-02-06,2026-02-12,COMPLETED,6.0
PAI-00105,Milestone 5,2026-08-29,,PLANNED,
PAI-00105,Milestone 6,2027-03-22,,PLANNED,
PAI-00105,Milestone 7,2027-10-12,,PLANNED,
PAI-00106,Milestone 1,2025-04-14,2025-05-26,COMPLETED,42.0
PAI-00106,Milestone 2,2025-10-27,2026-02-10,COMPLETED,106.0
PAI-00106,Milestone 3,2026-05-11,,PLANNED,
PAI-00106,Milestone 4,2026-11-22,,PLANNED,
PAI-00106,Milestone 5,2027-06-06,,PLANNED,
PAI-00106,Milestone 6,2027-12-19,,PLANNED,
PAI-00107,Milestone 1,2024-10-06,2024-10-06,DELAYED,0.0
PAI-00107,Milestone 2,2025-03-08,2025-03-08,COMPLETED,0.0
PAI-00107,Milestone 3,2025-08-08,2025-08-08,COMPLETED,0.0
PAI-00107,Milestone 4,2026-01-07,2026-02-05,COMPLETED,29.0
PAI-00107,Milestone 5,2026-06-09,,PLANNED,
PAI-00107,Milestone 6,2026-11-09,,PLANNED,
PAI-00107,Milestone 7,2027-04-10,,PLANNED,
PAI-00107,Milestone 8,2027-09-10,,PLANNED,
PAI-00108,Milestone 1,2024-08-13,2024-11-14,COMPLETED,93.0
PAI-00108,Milestone 2,2024-11-29,2025-01-30,COMPLETED,62.0
PAI-00108,Milestone 3,2025-03-16,2025-05-12,COMPLETED,57.0
PAI-00108,Milestone 4,2025-07-02,2025-10-05,COMPLETED,95.0
PAI-00108,Milestone 5,2025-10-18,2025-12-20,COMPLETED,63.0
PAI-00108,Milestone 6,2026-02-02,,PLANNED,
PAI-00108,Milestone 7,2026-05-21,,PLANNED,
PAI-00109,Milestone 1,2025-12-19,2026-02-06,COMPLETED,49.0
PAI-00109,Milestone 2,2026-03-26,,PLANNED,
PAI-00109,Milestone 3,2026-07-01,,PLANNED,
PAI-00109,Milestone 4,2026-10-06,,PLANNED,
PAI-00109,Milestone 5,2027-01-10,,PLANNED,
PAI-00109,Milestone 6,2027-04-17,,PLANNED,
PAI-00109,Milestone 7,2027-07-23,,PLANNED,
PAI-00109,Milestone 8,2027-10-28,,PLANNED,
PAI-00110,Milestone 1,2025-07-28,2025-09-22,DELAYED,56.0
PAI-00110,Milestone 2,2025-10-15,2025-12-29,COMPLETED,75.0
PAI-00110,Milestone 3,2026-01-02,2026-03-02,COMPLETED,59.0
PAI-00110,Milestone 4,2026-03-22,2026-04-28,COMPLETED,37.0
PAI-00110,Milestone 5,2026-06-09,,PLANNED,
PAI-00110,Milestone 6,2026-08-27,,PLANNED,
PAI-00110,Milestone 7,2026-11-14,,PLANNED,
PAI-00110,Milestone 8,2027-02-01,,PLANNED,
PAI-00111,Milestone 1,2024-07-08,2024-08-23,COMPLETED,46.0
PAI-00111,Milestone 2,2024-09-27,2024-12-11,DELAYED,75.0
PAI-00111,Milestone 3,2024-12-17,2025-01-10,COMPLETED,24.0
PAI-00111,Milestone 4,2025-03-08,2025-06-04,COMPLETED,88.0
PAI-00111,Milestone 5,2025-05-28,2025-08-16,COMPLETED,80.0
PAI-00111,Milestone 6,2025-08-17,2025-10-24,COMPLETED,68.0
PAI-00111,Milestone 7,2025-11-06,2026-03-26,COMPLETED,140.0
PAI-00112,Milestone 1,2024-08-21,2024-08-21,COMPLETED,0.0
PAI-00112,Milestone 2,2024-11-12,2024-11-12,COMPLETED,0.0
PAI-00112,Milestone 3,2025-02-04,2025-02-04,COMPLETED,0.0
PAI-00112,Milestone 4,2025-04-28,2025-06-17,COMPLETED,50.0
PAI-00112,Milestone 5,2025-07-21,2025-07-21,COMPLETED,0.0
PAI-00112,Milestone 6,2025-10-12,2025-10-12,COMPLETED,0.0
PAI-00113,Milestone 1,2025-03-25,2025-03-25,COMPLETED,0.0
PAI-00113,Milestone 2,2025-09-05,2025-09-05,COMPLETED,0.0
PAI-00113,Milestone 3,2026-02-15,2026-02-15,COMPLETED,0.0
PAI-00113,Milestone 4,2026-07-29,,PLANNED,
PAI-00113,Milestone 5,2027-01-08,,PLANNED,
PAI-00114,Milestone 1,2025-04-15,2025-05-04,COMPLETED,19.0
PAI-00114,Milestone 2,2026-01-14,2026-01-28,COMPLETED,14.0
PAI-00114,Milestone 3,2026-10-14,,PLANNED,
PAI-00114,Milestone 4,2027-07-15,,PLANNED,
PAI-00114,Milestone 5,2028-04-13,,PLANNED,
PAI-00115,Milestone 1,2025-09-14,2025-11-09,DELAYED,56.0
PAI-00115,Milestone 2,2026-04-03,,PLANNED,
PAI-00115,Milestone 3,2026-10-21,,PLANNED,
PAI-00115,Milestone 4,2027-05-10,,PLANNED,
PAI-00115,Milestone 5,2027-11-27,,PLANNED,
PAI-00116,Milestone 1,2025-03-02,2025-04-20,COMPLETED,49.0
PAI-00116,Milestone 2,2025-08-26,2025-10-03,COMPLETED,38.0
PAI-00116,Milestone 3,2026-02-19,2026-04-16,DELAYED,56.0
PAI-00116,Milestone 4,2026-08-15,,PLANNED,
PAI-00116,Milestone 5,2027-02-07,,PLANNED,
PAI-00116,Milestone 6,2027-08-03,,PLANNED,
PAI-00116,Milestone 7,2028-01-27,,PLANNED,
PAI-00117,Milestone 1,2025-09-02,2025-09-02,COMPLETED,0.0
PAI-00117,Milestone 2,2026-02-18,2026-04-07,COMPLETED,48.0
PAI-00117,Milestone 3,2026-08-07,,PLANNED,
PAI-00117,Milestone 4,2027-01-23,,PLANNED,
PAI-00117,Milestone 5,2027-07-11,,PLANNED,
PAI-00117,Milestone 6,2027-12-28,,PLANNED,
PAI-00117,Milestone 7,2028-06-14,,PLANNED,
PAI-00118,Milestone 1,2024-10-22,2024-10-22,COMPLETED,0.0
PAI-00118,Milestone 2,2025-01-08,2025-01-08,COMPLETED,0.0
PAI-00118,Milestone 3,2025-03-27,2025-05-30,COMPLETED,64.0
PAI-00118,Milestone 4,2025-06-12,2025-06-12,COMPLETED,0.0
PAI-00118,Milestone 5,2025-08-29,2025-08-29,COMPLETED,0.0
PAI-00118,Milestone 6,2025-11-15,2025-12-06,COMPLETED,21.0
PAI-00118,Milestone 7,2026-01-31,2026-01-31,COMPLETED,0.0
PAI-00118,Milestone 8,2026-04-19,2026-04-19,DELAYED,0.0
PAI-00119,Milestone 1,2025-01-04,2025-01-04,DELAYED,0.0
PAI-00119,Milestone 2,2025-07-05,2025-07-05,COMPLETED,0.0
PAI-00119,Milestone 3,2026-01-02,2026-01-10,COMPLETED,8.0
PAI-00119,Milestone 4,2026-07-03,,PLANNED,
PAI-00119,Milestone 5,2026-12-31,,PLANNED,
PAI-00119,Milestone 6,2027-07-01,,PLANNED,
PAI-00119,Milestone 7,2027-12-29,,PLANNED,
PAI-00119,Milestone 8,2028-06-28,,PLANNED,
PAI-00120,Milestone 1,2024-05-06,2024-05-06,DELAYED,0.0
PAI-00120,Milestone 2,2024-12-20,2024-12-20,COMPLETED,0.0
PAI-00120,Milestone 3,2025-08-05,2025-08-30,COMPLETED,25.0
PAI-00120,Milestone 4,2026-03-21,2026-03-21,COMPLETED,0.0
PAI-00120,Milestone 5,2026-11-04,,PLANNED,
PAI-00120,Milestone 6,2027-06-20,,PLANNED,
PAI-00121,Milestone 1,2025-03-08,2025-04-29,COMPLETED,52.0
PAI-00121,Milestone 2,2025-08-21,2025-11-14,COMPLETED,85.0
PAI-00121,Milestone 3,2026-02-03,,PLANNED,
PAI-00121,Milestone 4,2026-07-20,,PLANNED,
PAI-00121,Milestone 5,2027-01-02,,PLANNED,
PAI-00121,Milestone 6,2027-06-17,,PLANNED,
PAI-00121,Milestone 7,2027-11-30,,PLANNED,
PAI-00122,Milestone 1,2025-10-30,2025-10-30,COMPLETED,0.0
PAI-00122,Milestone 2,2026-03-10,2026-03-10,COMPLETED,0.0
PAI-00122,Milestone 3,2026-07-19,,PLANNED,
PAI-00122,Milestone 4,2026-11-27,,PLANNED,
PAI-00122,Milestone 5,2027-04-07,,PLANNED,
PAI-00122,Milestone 6,2027-08-16,,PLANNED,
PAI-00122,Milestone 7,2027-12-25,,PLANNED,
PAI-00123,Milestone 1,2025-11-22,2025-11-22,COMPLETED,0.0
PAI-00123,Milestone 2,2026-03-25,2026-03-25,COMPLETED,0.0
PAI-00123,Milestone 3,2026-07-25,,PLANNED,
PAI-00123,Milestone 4,2026-11-25,,PLANNED,
PAI-00123,Milestone 5,2027-03-27,,PLANNED,
PAI-00124,Milestone 1,2024-09-07,2024-09-07,COMPLETED,0.0
PAI-00124,Milestone 2,2025-04-29,2025-05-01,COMPLETED,2.0
PAI-00124,Milestone 3,2025-12-19,2026-01-01,DELAYED,13.0
PAI-00124,Milestone 4,2026-08-09,,PLANNED,
PAI-00124,Milestone 5,2027-03-31,,PLANNED,
PAI-00124,Milestone 6,2027-11-20,,PLANNED,
PAI-00125,Milestone 1,2023-09-22,2023-11-25,DELAYED,64.0
PAI-00125,Milestone 2,2024-02-27,2024-04-15,COMPLETED,48.0
PAI-00125,Milestone 3,2024-08-03,2024-08-28,COMPLETED,25.0
PAI-00125,Milestone 4,2025-01-08,2025-01-08,COMPLETED,0.0
PAI-00125,Milestone 5,2025-06-15,2025-07-23,COMPLETED,38.0
PAI-00125,Milestone 6,2025-11-20,2025-12-29,DELAYED,39.0
PAI-00126,Milestone 1,2026-05-19,,PLANNED,
PAI-00126,Milestone 2,2026-12-08,,PLANNED,
PAI-00126,Milestone 3,2027-06-29,,PLANNED,
PAI-00126,Milestone 4,2028-01-19,,PLANNED,
PAI-00126,Milestone 5,2028-08-09,,PLANNED,
PAI-00126,Milestone 6,2029-02-28,,PLANNED,
PAI-00126,Milestone 7,2029-09-19,,PLANNED,
PAI-00127,Milestone 1,2025-05-01,2025-05-01,COMPLETED,0.0
PAI-00127,Milestone 2,2025-12-04,2025-12-04,COMPLETED,0.0
