issue_id,internal_project_id,reporting_date,issue_category,issue_description,issue_status,severity
ISS-00020-07-01,PAI-00020,2024-07-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00020-11-01,PAI-00020,2024-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00020-11-02,PAI-00020,2024-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00020-12-01,PAI-00020,2024-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,LOW
ISS-00020-12-02,PAI-00020,2024-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00020-14-01,PAI-00020,2025-02-28,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00020-15-01,PAI-00020,2025-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00020-16-01,PAI-00020,2025-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00020-16-02,PAI-00020,2025-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00020-17-01,PAI-00020,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00020-18-01,PAI-00020,2025-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00020-18-02,PAI-00020,2025-06-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00020-18-03,PAI-00020,2025-06-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00020-20-01,PAI-00020,2025-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00020-22-01,PAI-00020,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00020-22-02,PAI-00020,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00020-24-01,PAI-00020,2025-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00020-24-02,PAI-00020,2025-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00021-01-01,PAI-00021,2024-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00021-03-01,PAI-00021,2024-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00021-03-02,PAI-00021,2024-03-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00021-08-01,PAI-00021,2024-08-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00021-10-01,PAI-00021,2024-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00021-14-01,PAI-00021,2025-02-28,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00021-14-02,PAI-00021,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00021-15-01,PAI-00021,2025-03-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,HIGH
ISS-00021-16-01,PAI-00021,2025-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00021-17-01,PAI-00021,2025-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00021-22-01,PAI-00021,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,LOW
ISS-00021-22-02,PAI-00021,2025-10-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00021-24-01,PAI-00021,2025-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00022-07-01,PAI-00022,2024-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00022-08-01,PAI-00022,2024-08-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00022-09-01,PAI-00022,2024-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00022-10-01,PAI-00022,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00022-10-02,PAI-00022,2024-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00022-19-01,PAI-00022,2025-07-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00022-22-01,PAI-00022,2025-10-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,LOW
ISS-00023-10-01,PAI-00023,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00023-11-01,PAI-00023,2024-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00023-15-01,PAI-00023,2025-03-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00023-17-01,PAI-00023,2025-05-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00023-20-01,PAI-00023,2025-08-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00023-24-01,PAI-00023,2025-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00024-06-01,PAI-00024,2024-06-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00024-08-01,PAI-00024,2024-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00024-14-01,PAI-00024,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00024-20-01,PAI-00024,2025-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00024-23-01,PAI-00024,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00025-07-01,PAI-00025,2024-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00025-08-01,PAI-00025,2024-08-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00025-09-01,PAI-00025,2024-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00025-11-01,PAI-00025,2024-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00025-13-01,PAI-00025,2025-01-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00025-13-02,PAI-00025,2025-01-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,LOW
ISS-00025-15-01,PAI-00025,2025-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00025-18-01,PAI-00025,2025-06-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00025-19-01,PAI-00025,2025-07-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00025-22-01,PAI-00025,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,MEDIUM
ISS-00025-23-01,PAI-00025,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00025-24-01,PAI-00025,2025-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00026-06-01,PAI-00026,2024-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00026-10-01,PAI-00026,2024-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00026-12-01,PAI-00026,2024-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00026-16-01,PAI-00026,2025-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00026-18-01,PAI-00026,2025-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00026-20-01,PAI-00026,2025-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00026-23-01,PAI-00026,2025-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00026-23-02,PAI-00026,2025-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00027-01-01,PAI-00027,2024-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00027-01-02,PAI-00027,2024-01-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00027-03-01,PAI-00027,2024-03-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,HIGH
ISS-00027-04-01,PAI-00027,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,HIGH
ISS-00027-06-01,PAI-00027,2024-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00027-11-01,PAI-00027,2024-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00027-11-02,PAI-00027,2024-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00027-13-01,PAI-00027,2025-01-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00027-14-01,PAI-00027,2025-02-28,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00027-15-01,PAI-00027,2025-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00027-16-01,PAI-00027,2025-04-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00027-17-01,PAI-00027,2025-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00027-18-01,PAI-00027,2025-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00027-18-02,PAI-00027,2025-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00027-19-01,PAI-00027,2025-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00027-21-01,PAI-00027,2025-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00027-22-01,PAI-00027,2025-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,HIGH
ISS-00027-22-02,PAI-00027,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00027-22-03,PAI-00027,2025-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00027-22-04,PAI-00027,2025-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00027-23-01,PAI-00027,2025-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00027-24-01,PAI-00027,2025-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00027-24-02,PAI-00027,2025-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00028-03-01,PAI-00028,2024-03-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00028-06-01,PAI-00028,2024-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00028-07-01,PAI-00028,2024-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00028-07-02,PAI-00028,2024-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,LOW
ISS-00028-09-01,PAI-00028,2024-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00028-10-01,PAI-00028,2024-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00028-10-02,PAI-00028,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00028-12-01,PAI-00028,2024-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00028-17-01,PAI-00028,2025-05-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00028-18-01,PAI-00028,2025-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00028-19-01,PAI-00028,2025-07-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00028-21-01,PAI-00028,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00028-21-02,PAI-00028,2025-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00028-22-01,PAI-00028,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,HIGH
ISS-00028-22-02,PAI-00028,2025-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00028-22-03,PAI-00028,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00028-22-04,PAI-00028,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00028-23-01,PAI-00028,2025-11-30,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00028-23-02,PAI-00028,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00028-23-03,PAI-00028,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00029-01-01,PAI-00029,2024-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00029-04-01,PAI-00029,2024-04-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00029-05-01,PAI-00029,2024-05-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00029-06-01,PAI-00029,2024-06-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00029-07-01,PAI-00029,2024-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00029-08-01,PAI-00029,2024-08-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00029-09-01,PAI-00029,2024-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00029-13-01,PAI-00029,2025-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00029-13-02,PAI-00029,2025-01-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00029-14-01,PAI-00029,2025-02-28,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00029-18-01,PAI-00029,2025-06-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00029-18-02,PAI-00029,2025-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00029-19-01,PAI-00029,2025-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00029-19-02,PAI-00029,2025-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00029-21-01,PAI-00029,2025-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00029-24-01,PAI-00029,2025-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00029-24-02,PAI-00029,2025-12-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00029-24-03,PAI-00029,2025-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00030-07-01,PAI-00030,2024-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00030-18-01,PAI-00030,2025-06-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00030-20-01,PAI-00030,2025-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00031-01-01,PAI-00031,2024-01-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00031-08-01,PAI-00031,2024-08-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00031-10-01,PAI-00031,2024-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00031-12-01,PAI-00031,2024-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00031-12-02,PAI-00031,2024-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,LOW
ISS-00031-13-01,PAI-00031,2025-01-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00031-14-01,PAI-00031,2025-02-28,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00031-17-01,PAI-00031,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,HIGH
ISS-00031-18-01,PAI-00031,2025-06-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00031-19-01,PAI-00031,2025-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00031-23-01,PAI-00031,2025-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00031-23-02,PAI-00031,2025-11-30,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00031-24-01,PAI-00031,2025-12-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00032-04-01,PAI-00032,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00032-13-01,PAI-00032,2025-01-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00032-13-02,PAI-00032,2025-01-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00032-15-01,PAI-00032,2025-03-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00032-21-01,PAI-00032,2025-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00032-22-01,PAI-00032,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00032-22-02,PAI-00032,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00033-05-01,PAI-00033,2024-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00033-07-01,PAI-00033,2024-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,LOW
ISS-00033-08-01,PAI-00033,2024-08-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00033-10-01,PAI-00033,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00033-13-01,PAI-00033,2025-01-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00033-16-01,PAI-00033,2025-04-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
