snapshot_id,internal_project_id,reporting_date,planned_progress_pct,physical_progress_pct,planned_expenditure_cr,period_expenditure_cr,cumulative_expenditure_cr,milestones_planned,milestones_completed,delay_days
SNP-00012-19,PAI-00012,2025-07-31,77.8,63.73,116.7,16.14,100.82,2,1,12
SNP-00012-20,PAI-00012,2025-08-31,85.24,65.42,127.86,0.0,100.82,2,1,14
SNP-00012-21,PAI-00012,2025-09-30,89.84,66.92,134.77,6.51,107.33,2,1,16
SNP-00012-22,PAI-00012,2025-10-31,94.12,75.34,141.17,13.58,120.91,1,1,13
SNP-00012-23,PAI-00012,2025-11-30,99.17,75.34,148.75,2.29,123.2,2,1,16
SNP-00012-24,PAI-00012,2025-12-31,100.0,80.31,150.0,0.0,123.2,2,2,15
SNP-00013-01,PAI-00013,2024-01-31,0.0,5.36,0.0,5.06,5.06,2,2,0
SNP-00013-02,PAI-00013,2024-02-29,3.44,12.77,6.77,15.27,20.33,2,2,0
SNP-00013-03,PAI-00013,2024-03-31,9.01,16.3,17.7,5.7,26.03,2,2,0
SNP-00013-04,PAI-00013,2024-04-30,14.31,20.39,28.11,14.93,40.96,2,2,0
SNP-00013-05,PAI-00013,2024-05-31,16.53,25.09,32.47,8.53,49.49,1,1,0
SNP-00013-06,PAI-00013,2024-06-30,23.19,25.09,45.56,0.0,49.49,2,2,0
SNP-00013-07,PAI-00013,2024-07-31,27.18,32.89,53.41,20.1,69.59,2,2,0
SNP-00013-08,PAI-00013,2024-08-31,31.75,37.04,62.39,10.09,79.68,2,2,0
SNP-00013-09,PAI-00013,2024-09-30,35.65,39.23,70.05,0.0,79.68,3,3,0
SNP-00013-10,PAI-00013,2024-10-31,40.55,47.82,79.68,0.0,79.68,2,2,0
SNP-00013-11,PAI-00013,2024-11-30,42.13,47.82,82.78,17.08,96.76,2,2,0
SNP-00013-12,PAI-00013,2024-12-31,47.95,50.06,94.21,5.21,101.97,1,1,0
SNP-00013-13,PAI-00013,2025-01-31,54.22,57.49,106.54,6.53,108.5,2,2,0
SNP-00013-14,PAI-00013,2025-02-28,57.13,57.84,112.26,0.0,108.5,2,2,0
SNP-00013-15,PAI-00013,2025-03-31,63.19,66.06,124.16,16.57,125.07,1,1,0
SNP-00013-16,PAI-00013,2025-04-30,66.56,69.31,130.78,12.96,138.02,2,2,0
SNP-00013-17,PAI-00013,2025-05-31,71.74,77.02,140.97,2.51,140.53,2,2,0
SNP-00013-18,PAI-00013,2025-06-30,76.78,82.03,150.87,3.66,144.19,2,2,0
SNP-00013-19,PAI-00013,2025-07-31,78.18,82.03,153.61,17.62,161.8,2,2,0
SNP-00013-20,PAI-00013,2025-08-31,87.26,84.87,171.45,0.0,161.8,2,2,0
SNP-00013-21,PAI-00013,2025-09-30,90.48,89.17,177.79,0.0,161.8,2,2,0
SNP-00013-22,PAI-00013,2025-10-31,93.16,95.27,183.06,33.93,195.73,2,2,0
SNP-00013-23,PAI-00013,2025-11-30,99.43,99.67,195.37,3.2,198.93,2,2,0
SNP-00013-24,PAI-00013,2025-12-31,100.0,100.0,196.49,0.0,198.93,2,2,0
SNP-00014-01,PAI-00014,2024-01-31,0.0,9.22,0.0,21.71,21.71,1,1,0
SNP-00014-02,PAI-00014,2024-02-29,1.35,10.78,3.57,7.17,28.88,2,2,0
SNP-00014-03,PAI-00014,2024-03-31,10.36,11.56,27.41,0.0,28.88,2,2,0
SNP-00014-04,PAI-00014,2024-04-30,13.29,17.22,35.16,5.31,34.19,2,2,0
SNP-00014-05,PAI-00014,2024-05-31,16.78,23.14,44.37,20.2,54.39,2,2,0
SNP-00014-06,PAI-00014,2024-06-30,22.72,25.71,60.09,12.18,66.57,2,2,0
SNP-00014-07,PAI-00014,2024-07-31,24.81,32.59,65.63,14.67,81.24,1,1,0
SNP-00014-08,PAI-00014,2024-08-31,32.62,36.27,86.3,0.0,81.24,3,3,0
SNP-00014-09,PAI-00014,2024-09-30,35.29,41.84,93.36,34.05,115.29,2,2,0
SNP-00014-10,PAI-00014,2024-10-31,40.71,42.71,107.69,0.0,115.29,1,1,0
SNP-00014-11,PAI-00014,2024-11-30,47.64,48.73,126.03,14.55,129.84,2,2,0
SNP-00014-12,PAI-00014,2024-12-31,48.89,52.05,129.32,0.0,129.84,2,2,0
SNP-00014-13,PAI-00014,2025-01-31,55.93,55.22,147.94,6.67,136.51,2,2,0
SNP-00014-14,PAI-00014,2025-02-28,60.52,60.16,160.08,29.9,166.41,2,2,0
SNP-00014-15,PAI-00014,2025-03-31,64.99,62.51,171.91,0.0,166.41,1,1,0
SNP-00014-16,PAI-00014,2025-04-30,66.58,71.58,176.11,23.55,189.96,2,2,0
SNP-00014-17,PAI-00014,2025-05-31,71.34,72.9,188.7,3.52,193.48,3,2,0
SNP-00014-18,PAI-00014,2025-06-30,75.72,77.84,200.29,0.0,193.48,2,2,0
SNP-00014-19,PAI-00014,2025-07-31,81.76,79.15,216.26,19.12,212.6,3,2,0
SNP-00014-20,PAI-00014,2025-08-31,84.55,86.08,223.66,13.25,225.86,1,1,0
SNP-00014-21,PAI-00014,2025-09-30,88.15,88.92,233.16,22.59,248.44,3,3,0
SNP-00014-22,PAI-00014,2025-10-31,93.91,91.41,248.42,0.0,248.44,3,2,0
SNP-00014-23,PAI-00014,2025-11-30,97.16,95.51,257.0,0.0,248.44,3,2,0
SNP-00014-24,PAI-00014,2025-12-31,100.0,99.63,264.52,37.95,285.68,1,1,0
SNP-00015-01,PAI-00015,2024-01-31,1.3,3.98,3.88,11.19,11.19,2,2,0
SNP-00015-02,PAI-00015,2024-02-29,4.58,3.98,13.7,0.0,11.19,1,1,6
SNP-00015-03,PAI-00015,2024-03-31,8.53,4.99,25.48,0.0,11.19,3,1,11
SNP-00015-04,PAI-00015,2024-04-30,14.66,9.73,43.83,13.27,24.46,4,2,10
SNP-00015-05,PAI-00015,2024-05-31,17.79,12.53,53.17,13.21,37.66,2,1,12
SNP-00015-06,PAI-00015,2024-06-30,23.67,13.13,70.73,0.0,37.66,2,1,17
SNP-00015-07,PAI-00015,2024-07-31,27.67,16.23,82.71,7.86,45.52,3,2,19
SNP-00015-08,PAI-00015,2024-08-31,33.2,18.49,99.21,0.0,45.52,2,1,22
SNP-00015-09,PAI-00015,2024-09-30,35.89,20.63,107.27,12.23,57.75,2,1,25
SNP-00015-10,PAI-00015,2024-10-31,40.13,21.26,119.95,7.66,65.41,3,1,30
SNP-00015-11,PAI-00015,2024-11-30,45.82,27.07,136.94,0.0,65.41,2,1,28
SNP-00015-12,PAI-00015,2024-12-31,47.21,27.07,141.08,2.9,68.3,3,2,34
SNP-00015-13,PAI-00015,2025-01-31,51.96,32.64,155.3,10.23,78.53,3,2,32
SNP-00015-14,PAI-00015,2025-02-28,58.35,36.11,174.39,6.23,84.77,2,1,33
SNP-00015-15,PAI-00015,2025-03-31,65.34,36.11,195.3,17.37,102.14,2,1,39
SNP-00015-16,PAI-00015,2025-04-30,68.8,38.7,205.62,24.06,126.2,2,1,41
SNP-00015-17,PAI-00015,2025-05-31,72.19,39.78,215.76,0.0,126.2,2,1,46
SNP-00015-18,PAI-00015,2025-06-30,75.2,39.78,224.75,0.0,126.2,4,2,52
SNP-00015-19,PAI-00015,2025-07-31,81.14,43.44,242.5,0.0,126.2,2,1,53
SNP-00015-20,PAI-00015,2025-08-31,82.55,43.44,246.72,5.26,131.46,2,1,59
SNP-00015-21,PAI-00015,2025-09-30,89.07,48.07,266.19,11.93,143.39,2,1,59
SNP-00015-22,PAI-00015,2025-10-31,94.23,49.86,281.64,0.0,143.39,2,1,62
SNP-00015-23,PAI-00015,2025-11-30,97.03,50.45,289.99,0.0,143.39,2,1,68
SNP-00015-24,PAI-00015,2025-12-31,100.0,53.69,298.87,13.52,156.91,2,1,69
SNP-00016-01,PAI-00016,2024-01-31,0.0,2.91,0.0,2.35,2.35,2,2,1
SNP-00016-02,PAI-00016,2024-02-29,7.18,7.52,18.23,17.81,20.15,1,1,0
SNP-00016-03,PAI-00016,2024-03-31,9.6,7.52,24.36,0.0,20.15,2,1,3
SNP-00016-04,PAI-00016,2024-04-30,13.08,8.66,33.19,2.52,22.68,1,1,6
SNP-00016-05,PAI-00016,2024-05-31,18.35,11.51,46.58,2.43,25.11,2,1,7
SNP-00016-06,PAI-00016,2024-06-30,22.01,11.51,55.87,6.48,31.59,1,0,10
SNP-00016-07,PAI-00016,2024-07-31,27.09,14.45,68.77,2.45,34.04,1,0,11
SNP-00016-08,PAI-00016,2024-08-31,30.63,16.58,77.74,0.0,34.04,2,1,13
SNP-00016-09,PAI-00016,2024-09-30,34.86,18.6,88.49,6.05,40.09,2,1,15
SNP-00016-10,PAI-00016,2024-10-31,38.3,24.06,97.22,9.62,49.71,1,1,14
SNP-00016-11,PAI-00016,2024-11-30,43.74,24.06,111.01,16.03,65.74,3,2,17
SNP-00016-12,PAI-00016,2024-12-31,49.76,29.27,126.3,6.17,71.91,2,1,16
SNP-00016-13,PAI-00016,2025-01-31,52.78,29.27,133.96,0.0,71.91,1,1,19
SNP-00016-14,PAI-00016,2025-02-28,59.83,32.98,151.87,0.0,71.91,2,1,20
SNP-00016-15,PAI-00016,2025-03-31,63.59,32.98,161.41,0.6,72.51,1,0,23
SNP-00016-16,PAI-00016,2025-04-30,66.93,33.73,169.87,12.1,84.61,2,1,26
SNP-00016-17,PAI-00016,2025-05-31,73.96,37.58,187.72,4.89,89.5,1,0,26
SNP-00016-18,PAI-00016,2025-06-30,75.88,39.2,192.6,0.0,89.5,2,1,28
SNP-00016-19,PAI-00016,2025-07-31,79.18,43.2,200.98,4.13,93.63,2,1,28
SNP-00016-20,PAI-00016,2025-08-31,83.08,43.48,210.87,6.68,100.31,2,1,31
SNP-00016-21,PAI-00016,2025-09-30,90.91,44.59,230.74,14.03,114.34,2,1,34
SNP-00016-22,PAI-00016,2025-10-31,94.6,47.27,240.12,3.2,117.54,1,0,35
SNP-00016-23,PAI-00016,2025-11-30,98.12,52.44,249.04,4.76,122.29,2,1,34
SNP-00016-24,PAI-00016,2025-12-31,100.0,54.38,253.82,0.0,122.29,2,1,36
SNP-00017-01,PAI-00017,2024-01-31,0.0,0.0,0.0,0.0,0.0,2,0,6
SNP-00017-02,PAI-00017,2024-02-29,3.35,4.32,6.36,8.83,8.83,2,2,6
SNP-00017-03,PAI-00017,2024-03-31,10.2,4.32,19.38,0.0,8.83,2,1,12
SNP-00017-04,PAI-00017,2024-04-30,14.7,6.84,27.92,0.26,9.09,2,1,14
SNP-00017-05,PAI-00017,2024-05-31,16.27,6.84,30.9,0.0,9.09,3,1,20
SNP-00017-06,PAI-00017,2024-06-30,22.27,10.37,42.3,6.64,15.74,2,1,21
SNP-00017-07,PAI-00017,2024-07-31,24.57,10.38,46.67,1.81,17.55,3,1,28
SNP-00017-08,PAI-00017,2024-08-31,30.8,14.69,58.5,6.93,24.48,3,1,27
SNP-00017-09,PAI-00017,2024-09-30,36.34,15.74,69.02,2.7,27.18,2,1,32
SNP-00017-10,PAI-00017,2024-10-31,38.48,15.74,73.09,0.57,27.75,2,1,38
SNP-00017-11,PAI-00017,2024-11-30,46.32,15.74,87.98,0.0,27.75,3,1,45
SNP-00017-12,PAI-00017,2024-12-31,49.57,19.4,94.15,3.01,30.76,2,1,45
SNP-00017-13,PAI-00017,2025-01-31,52.86,25.82,100.41,8.86,39.62,3,1,42
SNP-00017-14,PAI-00017,2025-02-28,60.52,25.82,114.96,8.23,47.85,3,1,48
SNP-00017-15,PAI-00017,2025-03-31,61.6,25.82,117.01,0.0,47.85,2,1,55
SNP-00017-16,PAI-00017,2025-04-30,66.07,26.41,125.5,1.34,49.19,2,1,60
SNP-00017-17,PAI-00017,2025-05-31,72.32,29.55,137.36,1.81,51.0,2,1,61
SNP-00017-18,PAI-00017,2025-06-30,77.1,29.55,146.45,3.08,54.08,4,1,68
SNP-00017-19,PAI-00017,2025-07-31,80.22,29.55,152.38,2.67,56.76,1,0,74
SNP-00017-20,PAI-00017,2025-08-31,86.12,29.55,163.58,0.0,56.76,3,1,80
SNP-00017-21,PAI-00017,2025-09-30,90.97,32.91,172.8,1.87,58.63,1,0,81
SNP-00017-22,PAI-00017,2025-10-31,93.91,33.88,178.38,0.74,59.37,3,1,86
SNP-00017-23,PAI-00017,2025-11-30,100.0,36.69,189.95,3.02,62.39,1,0,88
SNP-00017-24,PAI-00017,2025-12-31,100.0,36.69,189.95,0.0,62.39,1,0,94
SNP-00018-01,PAI-00018,2024-01-31,0.0,2.52,0.0,2.47,2.47,2,2,1
SNP-00018-02,PAI-00018,2024-02-29,4.38,7.32,7.31,10.44,12.9,2,2,0
SNP-00018-03,PAI-00018,2024-03-31,9.24,7.32,15.43,0.89,13.79,1,1,4
SNP-00018-04,PAI-00018,2024-04-30,13.73,11.81,22.92,5.28,19.07,1,1,3
SNP-00018-05,PAI-00018,2024-05-31,16.88,16.92,28.19,8.65,27.72,2,2,3
SNP-00018-06,PAI-00018,2024-06-30,24.29,18.22,40.56,0.0,27.72,2,1,5
SNP-00018-07,PAI-00018,2024-07-31,27.5,25.41,45.92,15.44,43.16,1,1,3
SNP-00018-08,PAI-00018,2024-08-31,32.59,26.49,54.42,0.0,43.16,2,2,5
SNP-00018-09,PAI-00018,2024-09-30,34.66,30.56,57.87,0.0,43.16,2,2,5
SNP-00018-10,PAI-00018,2024-10-31,40.2,35.14,67.13,8.14,51.3,2,2,5
SNP-00018-11,PAI-00018,2024-11-30,42.8,35.43,71.47,2.92,54.22,2,1,8
SNP-00018-12,PAI-00018,2024-12-31,47.5,40.69,79.31,0.46,54.67,1,1,7
SNP-00018-13,PAI-00018,2025-01-31,55.0,44.17,91.83,4.03,58.71,2,1,7
SNP-00018-14,PAI-00018,2025-02-28,57.76,44.17,96.45,11.9,70.61,2,1,11
SNP-00018-15,PAI-00018,2025-03-31,61.27,52.39,102.3,0.84,71.44,1,1,8
SNP-00018-16,PAI-00018,2025-04-30,67.74,52.48,113.12,2.38,73.82,2,1,11
SNP-00018-17,PAI-00018,2025-05-31,70.92,56.74,118.42,4.08,77.9,1,1,11
SNP-00018-18,PAI-00018,2025-06-30,75.72,60.45,126.44,8.54,86.44,1,1,11
SNP-00018-19,PAI-00018,2025-07-31,80.99,60.45,135.24,0.73,87.16,2,1,14
SNP-00018-20,PAI-00018,2025-08-31,83.65,66.47,139.67,11.77,98.93,3,2,13
SNP-00018-21,PAI-00018,2025-09-30,90.94,67.3,151.84,0.0,98.93,3,2,16
SNP-00018-22,PAI-00018,2025-10-31,94.6,72.87,157.96,7.58,106.51,3,2,15
SNP-00018-23,PAI-00018,2025-11-30,98.29,73.52,164.13,0.23,106.74,1,1,17
SNP-00018-24,PAI-00018,2025-12-31,100.0,78.21,166.98,1.0,107.75,2,1,17
SNP-00019-01,PAI-00019,2024-01-31,1.13,4.23,1.99,9.63,9.63,1,1,0
SNP-00019-02,PAI-00019,2024-02-29,3.02,10.17,5.29,0.0,9.63,3,3,0
SNP-00019-03,PAI-00019,2024-03-31,10.63,10.17,18.64,4.5,14.13,2,2,1
SNP-00019-04,PAI-00019,2024-04-30,11.71,10.68,20.52,2.63,16.75,1,1,4
SNP-00019-05,PAI-00019,2024-05-31,17.02,12.19,29.83,0.0,16.75,2,1,6
SNP-00019-06,PAI-00019,2024-06-30,18.26,18.3,32.0,12.51,29.26,2,2,5
SNP-00019-07,PAI-00019,2024-07-31,28.4,22.73,49.77,8.52,37.78,3,2,5
SNP-00019-08,PAI-00019,2024-08-31,32.05,22.73,56.17,0.0,37.78,2,1,8
SNP-00019-09,PAI-00019,2024-09-30,34.66,26.04,60.74,0.0,37.78,1,1,9
SNP-00019-10,PAI-00019,2024-10-31,39.01,27.79,68.38,0.0,37.78,2,1,11
SNP-00019-11,PAI-00019,2024-11-30,44.06,31.22,77.22,5.85,43.64,4,3,11
SNP-00019-12,PAI-00019,2024-12-31,50.75,34.36,88.95,3.7,47.33,3,2,12
SNP-00019-13,PAI-00019,2025-01-31,54.11,36.17,94.83,3.37,50.7,2,1,14
SNP-00019-14,PAI-00019,2025-02-28,58.51,41.16,102.56,12.19,62.89,2,1,13
SNP-00019-15,PAI-00019,2025-03-31,64.84,44.39,113.64,0.0,62.89,2,1,14
SNP-00019-16,PAI-00019,2025-04-30,66.54,46.61,116.62,0.0,62.89,2,1,16
SNP-00019-17,PAI-00019,2025-05-31,71.11,50.26,124.63,6.02,68.91,1,1,16
SNP-00019-18,PAI-00019,2025-06-30,74.88,51.86,131.25,0.0,68.91,2,1,18
SNP-00019-19,PAI-00019,2025-07-31,79.84,51.86,139.93,4.52,73.43,2,1,21
SNP-00019-20,PAI-00019,2025-08-31,86.78,56.64,152.1,10.01,83.44,2,1,21
SNP-00019-21,PAI-00019,2025-09-30,89.84,58.27,157.46,0.0,83.44,1,1,23
SNP-00019-22,PAI-00019,2025-10-31,94.84,60.32,166.22,0.34,83.77,2,1,25
SNP-00019-23,PAI-00019,2025-11-30,97.44,65.48,170.79,19.58,103.35,2,1,24
SNP-00019-24,PAI-00019,2025-12-31,100.0,68.34,175.27,0.0,103.35,1,1,25
SNP-00020-01,PAI-00020,2024-01-31,0.48,2.58,1.49,2.43,2.43,1,1,2
SNP-00020-02,PAI-00020,2024-02-29,3.06,5.37,9.54,6.58,9.01,2,2,4
SNP-00020-03,PAI-00020,2024-03-31,9.36,5.4,29.19,1.33,10.34,2,1,10
SNP-00020-04,PAI-00020,2024-04-30,13.27,11.12,41.36,15.46,25.79,2,2,8
SNP-00020-05,PAI-00020,2024-05-31,16.26,11.35,50.68,0.0,25.79,2,1,14
SNP-00020-06,PAI-00020,2024-06-30,21.84,14.18,68.11,3.24,29.03,2,1,16
SNP-00020-07,PAI-00020,2024-07-31,28.33,21.8,88.32,17.05,46.08,2,1,11
SNP-00020-08,PAI-00020,2024-08-31,31.69,22.36,98.81,18.28,64.36,1,1,16
SNP-00020-09,PAI-00020,2024-09-30,35.41,22.36,110.39,0.0,64.36,2,1,22
SNP-00020-10,PAI-00020,2024-10-31,41.5,23.33,129.4,0.0,64.36,2,1,27
SNP-00020-11,PAI-00020,2024-11-30,45.83,28.76,142.9,20.6,84.95,2,1,25
SNP-00020-12,PAI-00020,2024-12-31,48.7,28.97,151.83,0.0,84.95,2,1,31
SNP-00020-13,PAI-00020,2025-01-31,53.31,30.41,166.22,6.15,91.1,2,1,35
SNP-00020-14,PAI-00020,2025-02-28,60.41,35.26,188.37,0.0,91.1,2,1,34
SNP-00020-15,PAI-00020,2025-03-31,60.35,35.26,188.18,0.0,91.1,2,1,40
SNP-00020-16,PAI-00020,2025-04-30,65.91,37.53,205.49,19.4,110.5,3,1,43
SNP-00020-17,PAI-00020,2025-05-31,70.02,38.93,218.33,0.0,110.5,2,1,47
SNP-00020-18,PAI-00020,2025-06-30,75.65,42.53,235.88,0.0,110.5,2,1,48
SNP-00020-19,PAI-00020,2025-07-31,84.08,47.81,262.16,42.06,152.56,3,1,47
SNP-00020-20,PAI-00020,2025-08-31,85.06,51.85,265.22,0.0,152.56,2,1,47
SNP-00020-21,PAI-00020,2025-09-30,89.55,51.85,279.2,0.0,152.56,3,1,53
SNP-00020-22,PAI-00020,2025-10-31,94.6,58.79,294.94,0.32,152.88,3,2,49
SNP-00020-23,PAI-00020,2025-11-30,97.76,58.79,304.79,18.75,171.63,1,1,55
SNP-00020-24,PAI-00020,2025-12-31,100.0,59.99,311.79,4.33,175.96,1,1,60
SNP-00021-01,PAI-00021,2024-01-31,2.53,4.03,6.49,9.83,9.83,2,2,0
SNP-00021-02,PAI-00021,2024-02-29,6.14,4.03,15.72,0.0,9.83,1,1,3
SNP-00021-03,PAI-00021,2024-03-31,9.33,4.03,23.9,3.92,13.75,3,1,6
SNP-00021-04,PAI-00021,2024-04-30,14.48,7.9,37.1,2.31,16.07,2,1,7
SNP-00021-05,PAI-00021,2024-05-31,20.8,14.84,53.26,11.17,27.23,1,1,4
SNP-00021-06,PAI-00021,2024-06-30,24.56,16.17,62.91,6.62,33.86,2,1,7
SNP-00021-07,PAI-00021,2024-07-31,25.92,17.28,66.39,1.52,35.38,1,1,9
SNP-00021-08,PAI-00021,2024-08-31,31.66,22.2,81.08,16.74,52.12,2,1,8
SNP-00021-09,PAI-00021,2024-09-30,36.84,22.2,94.36,0.0,52.12,1,1,12
SNP-00021-10,PAI-00021,2024-10-31,41.92,27.9,107.36,9.49,61.6,2,1,11
SNP-00021-11,PAI-00021,2024-11-30,44.29,29.67,113.42,10.34,71.94,2,1,12
SNP-00021-12,PAI-00021,2024-12-31,50.09,30.63,128.28,0.0,71.94,2,1,15
SNP-00021-13,PAI-00021,2025-01-31,54.98,30.82,140.82,4.66,76.6,2,1,18
SNP-00021-14,PAI-00021,2025-02-28,58.56,35.27,149.99,9.81,86.41,3,2,18
SNP-00021-15,PAI-00021,2025-03-31,65.76,40.33,168.43,11.6,98.01,2,1,17
SNP-00021-16,PAI-00021,2025-04-30,65.72,40.33,168.31,0.0,98.01,1,0,21
SNP-00021-17,PAI-00021,2025-05-31,72.4,46.32,185.42,3.01,101.02,1,1,19
SNP-00021-18,PAI-00021,2025-06-30,74.47,46.32,190.72,22.11,123.13,2,1,22
SNP-00021-19,PAI-00021,2025-07-31,80.12,48.64,205.21,0.0,123.13,1,1,24
SNP-00021-20,PAI-00021,2025-08-31,87.31,52.03,223.62,0.0,123.13,2,1,25
SNP-00021-21,PAI-00021,2025-09-30,91.48,55.16,234.29,0.0,123.13,1,1,25
SNP-00021-22,PAI-00021,2025-10-31,95.14,55.16,243.65,10.49,133.62,3,2,29
SNP-00021-23,PAI-00021,2025-11-30,98.27,58.78,251.68,6.9,140.52,2,1,29
SNP-00021-24,PAI-00021,2025-12-31,100.0,63.2,256.11,0.0,140.52,2,1,29
SNP-00022-01,PAI-00022,2024-01-31,0.65,4.54,2.62,9.04,9.04,1,1,0
SNP-00022-02,PAI-00022,2024-02-29,5.02,12.29,20.39,45.94,54.98,2,2,0
SNP-00022-03,PAI-00022,2024-03-31,8.92,13.87,36.21,0.0,54.98,2,2,0
SNP-00022-04,PAI-00022,2024-04-30,13.09,17.77,53.15,1.43,56.41,2,2,0
SNP-00022-05,PAI-00022,2024-05-31,19.46,22.83,79.01,27.55,83.96,2,2,0
SNP-00022-06,PAI-00022,2024-06-30,22.09,27.89,89.69,9.28,93.24,1,1,0
SNP-00022-07,PAI-00022,2024-07-31,25.54,33.41,103.68,40.14,133.38,3,3,0
SNP-00022-08,PAI-00022,2024-08-31,32.0,37.05,129.9,0.0,133.38,3,3,0
SNP-00022-09,PAI-00022,2024-09-30,36.15,38.3,146.75,0.28,133.66,1,1,0
SNP-00022-10,PAI-00022,2024-10-31,39.32,43.89,159.62,12.08,145.73,2,2,0
SNP-00022-11,PAI-00022,2024-11-30,45.61,48.52,185.19,43.43,189.16,1,1,0
SNP-00022-12,PAI-00022,2024-12-31,50.01,57.5,203.03,38.9,228.07,3,3,0
SNP-00022-13,PAI-00022,2025-01-31,54.26,57.5,220.28,0.0,228.07,2,2,0
SNP-00022-14,PAI-00022,2025-02-28,56.97,58.08,231.29,0.0,228.07,2,2,0
SNP-00022-15,PAI-00022,2025-03-31,63.24,66.35,256.75,42.1,270.16,2,2,0
SNP-00022-16,PAI-00022,2025-04-30,66.38,70.12,269.5,0.0,270.16,3,2,0
SNP-00022-17,PAI-00022,2025-05-31,70.63,72.52,286.74,17.87,288.04,3,3,0
SNP-00022-18,PAI-00022,2025-06-30,76.11,74.53,308.98,0.0,288.04,2,2,0
SNP-00022-19,PAI-00022,2025-07-31,81.44,84.47,330.65,46.62,334.65,2,2,0
SNP-00022-20,PAI-00022,2025-08-31,85.85,90.44,348.53,0.0,334.65,3,3,0
SNP-00022-21,PAI-00022,2025-09-30,90.13,93.89,365.9,0.0,334.65,3,2,0
SNP-00022-22,PAI-00022,2025-10-31,91.98,99.61,373.43,9.61,344.26,3,2,0
SNP-00022-23,PAI-00022,2025-11-30,97.87,100.0,397.34,0.0,344.26,3,3,0
SNP-00022-24,PAI-00022,2025-12-31,100.0,100.0,405.98,0.0,344.26,3,3,0
SNP-00023-01,PAI-00023,2024-01-31,0.0,8.34,0.0,10.92,10.92,4,4,0
SNP-00023-02,PAI-00023,2024-02-29,3.98,9.06,6.36,5.06,15.98,3,3,0
SNP-00023-03,PAI-00023,2024-03-31,10.01,15.18,15.97,5.13,21.11,2,2,0
SNP-00023-04,PAI-00023,2024-04-30,12.7,17.82,20.27,7.06,28.16,2,2,0
SNP-00023-05,PAI-00023,2024-05-31,18.32,20.47,29.24,3.07,31.23,3,3,0
SNP-00023-06,PAI-00023,2024-06-30,23.42,21.2,37.37,0.0,31.23,3,3,3
SNP-00023-07,PAI-00023,2024-07-31,28.81,28.85,45.98,11.14,42.37,2,2,0
SNP-00023-08,PAI-00023,2024-08-31,31.34,30.08,50.0,6.41,48.78,2,2,2
SNP-00023-09,PAI-00023,2024-09-30,36.18,30.38,57.73,0.0,48.78,2,1,5
SNP-00023-10,PAI-00023,2024-10-31,40.07,35.08,63.93,0.0,48.78,2,2,5
SNP-00023-11,PAI-00023,2024-11-30,43.56,43.21,69.5,16.4,65.18,2,2,2
SNP-00023-12,PAI-00023,2024-12-31,46.78,43.21,74.64,1.01,66.19,1,1,5
SNP-00023-13,PAI-00023,2025-01-31,54.88,43.21,87.57,0.0,66.19,2,1,8
SNP-00023-14,PAI-00023,2025-02-28,58.79,49.67,93.8,0.0,66.19,2,1,6
SNP-00023-15,PAI-00023,2025-03-31,61.86,51.77,98.7,0.0,66.19,2,1,8
SNP-00023-16,PAI-00023,2025-04-30,67.78,55.56,108.15,2.14,68.32,2,1,8
SNP-00023-17,PAI-00023,2025-05-31,74.6,60.74,119.03,12.31,80.63,1,1,8
SNP-00023-18,PAI-00023,2025-06-30,76.06,66.13,121.36,24.73,105.36,3,2,7
SNP-00023-19,PAI-00023,2025-07-31,79.16,66.13,126.31,0.64,106.0,2,1,10
SNP-00023-20,PAI-00023,2025-08-31,85.34,69.08,136.17,0.0,106.0,2,1,11
SNP-00023-21,PAI-00023,2025-09-30,90.3,69.08,144.08,0.0,106.0,3,2,14
SNP-00023-22,PAI-00023,2025-10-31,94.47,78.72,150.74,0.0,106.0,2,2,10
SNP-00023-23,PAI-00023,2025-11-30,99.36,78.72,158.55,20.04,126.04,2,1,13
SNP-00023-24,PAI-00023,2025-12-31,100.0,80.12,159.56,0.0,126.04,3,2,15
SNP-00024-01,PAI-00024,2024-01-31,0.02,1.88,0.03,3.73,3.73,2,2,1
SNP-00024-02,PAI-00024,2024-02-29,6.22,10.56,11.18,11.27,15.0,2,2,0
SNP-00024-03,PAI-00024,2024-03-31,7.68,11.79,13.8,6.28,21.29,1,1,0
SNP-00024-04,PAI-00024,2024-04-30,13.0,17.39,23.38,15.08,36.36,3,3,0
SNP-00024-05,PAI-00024,2024-05-31,20.23,20.36,36.38,0.0,36.36,3,2,0
SNP-00024-06,PAI-00024,2024-06-30,20.08,23.24,36.11,5.58,41.95,3,3,1
SNP-00024-07,PAI-00024,2024-07-31,26.25,24.48,47.2,2.51,44.45,2,2,3
SNP-00024-08,PAI-00024,2024-08-31,30.56,31.65,54.94,13.84,58.29,2,2,1
SNP-00024-09,PAI-00024,2024-09-30,35.55,31.65,63.91,0.0,58.29,2,1,4
SNP-00024-10,PAI-00024,2024-10-31,39.79,34.98,71.53,0.0,58.29,2,2,5
SNP-00024-11,PAI-00024,2024-11-30,43.92,40.55,78.97,2.39,60.68,1,1,4
SNP-00024-12,PAI-00024,2024-12-31,49.64,42.99,89.25,0.88,61.57,2,1,5
SNP-00024-13,PAI-00024,2025-01-31,55.34,48.11,99.5,6.96,68.53,2,1,4
