internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-00443,Airport Expansion Project 443 - Sikkim,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Sikkim,Airport Expansion,2023-02-10,2023-05-15,2028-04-15,2028-04-15,381.99,381.99,PAI26-100442,OCMS-2019-10442,PMG-50442
PAI-00444,Tower Infrastructure Project 444 - Uttar Pradesh,Ministry of Telecommunications,Department of Telecommunications,Telecom,Uttar Pradesh,Tower Infrastructure,2023-05-22,2023-11-11,2027-06-11,2027-06-11,150.0,154.37,PAI26-100443,OCMS-2020-10443,PMG-50443
PAI-00445,Road Widening Project 445 - Assam,Ministry of Road Transport & Highways,MoRTH,Roads,Assam,Road Widening,2023-05-17,2023-09-30,2027-08-30,2027-12-24,150.0,176.52,PAI26-100444,OCMS-2021-10444,PMG-50444
PAI-00446,Bridge Project 446 - Odisha,Ministry of Railways,IRCON,Railways,Odisha,Bridge,2022-01-20,2022-09-05,2027-08-05,2027-10-10,150.0,155.85,PAI26-100445,OCMS-2022-10445,PMG-50445
PAI-00447,Generation Project 447 - Madhya Pradesh,Ministry of Power,NTPC,Power,Madhya Pradesh,Generation,2022-01-03,2022-06-25,2025-04-25,2025-04-25,150.0,155.44,PAI26-100446,OCMS-2023-10446,PMG-50446
PAI-00448,Port Expansion Project 448 - Assam,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Assam,Port Expansion,2022-02-11,2022-08-25,2025-06-25,2025-10-24,150.0,187.03,PAI26-100447,OCMS-2024-10447,PMG-50447
PAI-00449,Airport Expansion Project 449 - Bihar,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Bihar,Airport Expansion,2023-03-17,2023-06-04,2025-09-04,2026-05-23,439.48,587.38,PAI26-100448,OCMS-2018-10448,PMG-50448
PAI-00450,Fiber Network Project 450 - Haryana,Ministry of Telecommunications,RailTel,Telecom,Haryana,Fiber Network,2023-07-13,2023-09-27,2025-12-27,2026-03-21,150.0,158.89,PAI26-100449,OCMS-2019-10449,PMG-50449
PAI-00451,National Highway Project 451 - Telangana,Ministry of Road Transport & Highways,NHIDCL,Roads,Telangana,National Highway,2023-08-05,2024-01-31,2027-10-31,2027-10-31,150.0,160.74,PAI26-100450,OCMS-2020-10450,PMG-50450
PAI-00452,Bridge Project 452 - Odisha,Ministry of Railways,RVNL,Railways,Odisha,Bridge,2022-12-12,2023-09-24,2025-09-24,2026-02-20,626.91,739.68,PAI26-100451,OCMS-2021-10451,PMG-50451
PAI-00453,Generation Project 453 - Rajasthan,Ministry of Power,Power Grid Corporation,Power,Rajasthan,Generation,2023-08-26,2024-03-23,2028-03-23,2028-05-03,150.0,158.4,PAI26-100452,OCMS-2022-10452,PMG-50452
PAI-00454,Dredging Project 454 - Bihar,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Bihar,Dredging,2022-05-25,2022-12-03,2027-10-03,2027-10-03,227.28,244.58,PAI26-100453,OCMS-2023-10453,PMG-50453
PAI-00455,Terminal Project 455 - Jharkhand,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Jharkhand,Terminal,2022-12-17,2023-07-25,2027-06-25,2027-08-23,243.17,260.45,PAI26-100454,OCMS-2024-10454,PMG-50454
PAI-00456,Fiber Network Project 456 - Karnataka,Ministry of Telecommunications,BSNL,Telecom,Karnataka,Fiber Network,2022-05-23,2022-12-29,2025-07-29,2025-11-04,215.92,258.35,PAI26-100455,OCMS-2018-10455,PMG-50455
PAI-00457,Road Widening Project 457 - Uttarakhand,Ministry of Road Transport & Highways,NHAI,Roads,Uttarakhand,Road Widening,2023-02-18,2023-04-28,2026-09-28,2026-12-01,521.61,571.09,PAI26-100456,OCMS-2019-10456,PMG-50456
PAI-00458,Rail Corridor Project 458 - Telangana,Ministry of Railways,Indian Railways,Railways,Telangana,Rail Corridor,2023-01-22,2023-10-16,2028-03-16,2028-07-09,159.64,174.63,PAI26-100457,OCMS-2020-10457,PMG-50457
PAI-00459,Substation Project 459 - Odisha,Ministry of Power,NTPC,Power,Odisha,Substation,2022-12-29,2023-09-26,2026-07-26,2026-07-26,415.09,447.79,PAI26-100458,OCMS-2021-10458,PMG-50458
PAI-00460,Terminal Project 460 - Andhra Pradesh,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Andhra Pradesh,Terminal,2023-10-11,2024-01-08,2027-09-08,2027-10-26,233.14,250.8,PAI26-100459,OCMS-2022-10459,PMG-50459
PAI-00461,Air Navigation Project 461 - Punjab,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Punjab,Air Navigation,2023-10-14,2024-05-08,2026-06-08,2026-10-12,190.1,207.64,PAI26-100460,OCMS-2023-10460,PMG-50460
PAI-00462,Fiber Network Project 462 - Tamil Nadu,Ministry of Telecommunications,BSNL,Telecom,Tamil Nadu,Fiber Network,2022-04-08,2022-12-31,2026-01-31,2026-01-31,449.28,450.61,PAI26-100461,OCMS-2024-10461,PMG-50461
PAI-00463,Road Widening Project 463 - Andhra Pradesh,Ministry of Road Transport & Highways,NHAI,Roads,Andhra Pradesh,Road Widening,2023-07-10,2024-03-10,2026-08-10,2026-08-28,165.28,179.43,PAI26-100462,OCMS-2018-10462,PMG-50462
PAI-00464,Station Redevelopment Project 464 - Rajasthan,Ministry of Railways,RVNL,Railways,Rajasthan,Station Redevelopment,2023-11-22,2024-07-06,2028-07-06,2029-05-03,290.92,426.43,PAI26-100463,OCMS-2019-10463,PMG-50463
PAI-00465,Grid Modernisation Project 465 - Punjab,Ministry of Power,NHPC,Power,Punjab,Grid Modernisation,2022-12-16,2023-08-18,2026-12-18,2027-08-24,223.58,319.32,PAI26-100464,OCMS-2020-10464,PMG-50464
PAI-00466,Dredging Project 466 - Maharashtra,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Maharashtra,Dredging,2022-11-12,2023-04-09,2025-11-09,2025-12-12,736.6,772.64,PAI26-100465,OCMS-2021-10465,PMG-50465
PAI-00467,Air Navigation Project 467 - Punjab,Ministry of Civil Aviation,AAI,Civil Aviation,Punjab,Air Navigation,2023-08-27,2024-04-01,2027-11-01,2027-11-01,165.7,174.42,PAI26-100466,OCMS-2022-10466,PMG-50466
PAI-00468,Tower Infrastructure Project 468 - Gujarat,Ministry of Telecommunications,Department of Telecommunications,Telecom,Gujarat,Tower Infrastructure,2023-12-03,2024-08-09,2029-02-09,2029-05-15,214.66,257.9,PAI26-100467,OCMS-2023-10467,PMG-50467
PAI-00469,National Highway Project 469 - Odisha,Ministry of Road Transport & Highways,NHAI,Roads,Odisha,National Highway,2022-02-25,2022-11-14,2026-01-14,2026-02-24,150.0,151.73,PAI26-100468,OCMS-2024-10468,PMG-50468
PAI-00470,Rail Corridor Project 470 - West Bengal,Ministry of Railways,Indian Railways,Railways,West Bengal,Rail Corridor,2022-01-24,2022-10-31,2027-08-31,2027-08-31,150.0,153.66,PAI26-100469,OCMS-2018-10469,PMG-50469
PAI-00471,Grid Modernisation Project 471 - Telangana,Ministry of Power,Power Grid Corporation,Power,Telangana,Grid Modernisation,2023-08-01,2024-04-21,2027-01-21,2027-03-09,150.0,154.38,PAI26-100470,OCMS-2019-10470,PMG-50470
PAI-00472,Dredging Project 472 - Uttarakhand,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Uttarakhand,Dredging,2022-07-19,2023-01-14,2027-03-14,2027-04-21,150.0,150.0,PAI26-100471,OCMS-2020-10471,PMG-50471
PAI-00473,Terminal Project 473 - Madhya Pradesh,Ministry of Civil Aviation,AAI,Civil Aviation,Madhya Pradesh,Terminal,2022-10-23,2023-07-15,2025-12-15,2026-01-28,197.83,215.42,PAI26-100472,OCMS-2021-10472,PMG-50472
PAI-00474,Tower Infrastructure Project 474 - Assam,Ministry of Telecommunications,RailTel,Telecom,Assam,Tower Infrastructure,2022-10-09,2023-07-06,2026-02-06,2026-04-17,346.99,346.99,PAI26-100473,OCMS-2022-10473,PMG-50473
PAI-00475,Road Widening Project 475 - Gujarat,Ministry of Road Transport & Highways,NHAI,Roads,Gujarat,Road Widening,2023-05-27,2024-03-18,2029-01-18,2029-03-06,177.8,191.12,PAI26-100474,OCMS-2023-10474,PMG-50474
PAI-00476,Station Redevelopment Project 476 - Uttar Pradesh,Ministry of Railways,Indian Railways,Railways,Uttar Pradesh,Station Redevelopment,2023-09-13,2023-12-30,2027-06-30,2027-09-15,150.0,150.0,PAI26-100475,OCMS-2024-10475,PMG-50475
PAI-00477,Transmission Project 477 - Odisha,Ministry of Power,NTPC,Power,Odisha,Transmission,2022-05-04,2022-07-31,2025-06-30,2025-07-23,328.02,328.02,PAI26-100476,OCMS-2018-10476,PMG-50476
PAI-00478,Port Expansion Project 478 - Odisha,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Odisha,Port Expansion,2023-08-28,2023-11-04,2028-10-04,2028-11-28,150.18,156.49,PAI26-100477,OCMS-2019-10477,PMG-50477
PAI-00479,Runway Project 479 - Odisha,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Odisha,Runway,2023-02-22,2023-05-17,2026-10-17,2026-12-08,304.16,326.37,PAI26-100478,OCMS-2020-10478,PMG-50478
PAI-00480,Data Network Project 480 - Haryana,Ministry of Telecommunications,Department of Telecommunications,Telecom,Haryana,Data Network,2022-11-20,2023-07-11,2026-06-11,2026-11-21,302.69,383.24,PAI26-100479,OCMS-2021-10479,PMG-50479
PAI-00481,Expressway Project 481 - Punjab,Ministry of Road Transport & Highways,MoRTH,Roads,Punjab,Expressway,2023-07-07,2023-10-28,2028-06-28,2028-08-08,340.64,383.48,PAI26-100480,OCMS-2022-10480,PMG-50480
PAI-00482,Bridge Project 482 - Kerala,Ministry of Railways,RVNL,Railways,Kerala,Bridge,2023-04-22,2023-07-30,2025-10-30,2026-02-28,150.0,184.07,PAI26-100481,OCMS-2023-10481,PMG-50481
PAI-00483,Transmission Project 483 - Rajasthan,Ministry of Power,NTPC,Power,Rajasthan,Transmission,2023-08-29,2024-06-21,2028-05-21,2028-05-21,190.71,203.42,PAI26-100482,OCMS-2024-10482,PMG-50482
PAI-00484,Dredging Project 484 - Odisha,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Odisha,Dredging,2023-09-02,2024-02-17,2027-04-17,2027-07-21,947.49,971.3,PAI26-100483,OCMS-2018-10483,PMG-50483
PAI-00485,Air Navigation Project 485 - Odisha,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Odisha,Air Navigation,2022-11-24,2023-03-06,2025-04-06,2025-12-18,150.0,211.27,PAI26-100484,OCMS-2019-10484,PMG-50484
PAI-00486,Data Network Project 486 - Odisha,Ministry of Telecommunications,Department of Telecommunications,Telecom,Odisha,Data Network,2022-09-15,2022-12-06,2027-05-06,2027-07-30,725.7,877.84,PAI26-100485,OCMS-2020-10485,PMG-50485
PAI-00487,National Highway Project 487 - Rajasthan,Ministry of Road Transport & Highways,MoRTH,Roads,Rajasthan,National Highway,2022-01-08,2022-07-16,2025-05-16,2025-08-25,281.1,310.98,PAI26-100486,OCMS-2021-10486,PMG-50486
PAI-00488,Electrification Project 488 - Karnataka,Ministry of Railways,Indian Railways,Railways,Karnataka,Electrification,2023-10-22,2024-01-13,2027-02-13,2027-05-10,210.24,210.24,PAI26-100487,OCMS-2022-10487,PMG-50487
PAI-00489,Generation Project 489 - Maharashtra,Ministry of Power,NHPC,Power,Maharashtra,Generation,2023-11-12,2024-05-15,2027-04-15,2027-05-04,190.2,209.83,PAI26-100488,OCMS-2023-10488,PMG-50488
PAI-00490,Terminal Project 490 - Haryana,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Haryana,Terminal,2022-03-01,2022-11-25,2027-02-25,2027-03-08,460.21,460.21,PAI26-100489,OCMS-2024-10489,PMG-50489
PAI-00491,Airport Expansion Project 491 - Uttarakhand,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Uttarakhand,Airport Expansion,2022-11-16,2023-03-19,2026-04-19,2026-04-19,305.45,314.35,PAI26-100490,OCMS-2018-10490,PMG-50490
PAI-00492,Fiber Network Project 492 - Haryana,Ministry of Telecommunications,Department of Telecommunications,Telecom,Haryana,Fiber Network,2022-11-20,2023-07-16,2027-01-16,2027-01-26,150.0,150.0,PAI26-100491,OCMS-2019-10491,PMG-50491
PAI-00493,Bridge Project 493 - Uttarakhand,Ministry of Road Transport & Highways,NHAI,Roads,Uttarakhand,Bridge,2023-02-28,2023-10-23,2026-03-23,2026-06-12,150.0,150.0,PAI26-100492,OCMS-2020-10492,PMG-50492
PAI-00494,Rail Corridor Project 494 - Tamil Nadu,Ministry of Railways,IRCON,Railways,Tamil Nadu,Rail Corridor,2022-11-25,2023-03-19,2027-06-19,2027-08-27,150.0,166.28,PAI26-100493,OCMS-2021-10493,PMG-50493
PAI-00495,Generation Project 495 - Uttarakhand,Ministry of Power,Power Grid Corporation,Power,Uttarakhand,Generation,2023-02-14,2023-09-13,2027-03-13,2027-04-04,154.38,162.03,PAI26-100494,OCMS-2022-10494,PMG-50494
PAI-00496,Port Expansion Project 496 - Andhra Pradesh,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Andhra Pradesh,Port Expansion,2022-09-22,2022-12-01,2025-04-01,2025-04-07,222.62,241.88,PAI26-100495,OCMS-2023-10495,PMG-50495
PAI-00497,Airport Expansion Project 497 - Karnataka,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Karnataka,Airport Expansion,2022-01-13,2022-07-25,2024-12-25,2025-01-25,150.0,165.23,PAI26-100496,OCMS-2024-10496,PMG-50496
PAI-00498,5G Infrastructure Project 498 - Chhattisgarh,Ministry of Telecommunications,RailTel,Telecom,Chhattisgarh,5G Infrastructure,2023-10-11,2024-07-21,2028-09-21,2028-10-24,162.04,175.06,PAI26-100497,OCMS-2018-10497,PMG-50497
PAI-00499,Road Widening Project 499 - Uttarakhand,Ministry of Road Transport & Highways,MoRTH,Roads,Uttarakhand,Road Widening,2022-07-31,2022-11-29,2025-07-29,2025-07-29,167.96,173.16,PAI26-100498,OCMS-2019-10498,PMG-50498
PAI-00500,Station Redevelopment Project 500 - Punjab,Ministry of Railways,Indian Railways,Railways,Punjab,Station Redevelopment,2023-09-14,2024-06-23,2026-08-23,2026-09-07,239.19,255.27,PAI26-100499,OCMS-2020-10499,PMG-50499
PAI-00501,Grid Modernisation Project 501 - Punjab,Ministry of Power,NTPC,Power,Punjab,Grid Modernisation,2023-07-14,2024-04-14,2028-08-14,2028-11-08,261.24,294.29,PAI26-100500,OCMS-2021-10500,PMG-50500
PAI-00502,Terminal Project 502 - Uttarakhand,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Uttarakhand,Terminal,2023-11-20,2024-07-20,2026-08-20,2026-09-17,150.0,152.83,PAI26-100501,OCMS-2022-10501,PMG-50501
PAI-00503,Air Navigation Project 503 - Odisha,Ministry of Civil Aviation,AAI,Civil Aviation,Odisha,Air Navigation,2023-04-20,2023-12-19,2027-08-19,2028-05-13,150.0,196.31,PAI26-100502,OCMS-2023-10502,PMG-50502
PAI-00504,Tower Infrastructure Project 504 - Telangana,Ministry of Telecommunications,RailTel,Telecom,Telangana,Tower Infrastructure,2022-12-25,2023-07-25,2027-02-25,2027-10-22,150.0,197.03,PAI26-100503,OCMS-2024-10503,PMG-50503
PAI-00505,Expressway Project 505 - Uttar Pradesh,Ministry of Road Transport & Highways,MoRTH,Roads,Uttar Pradesh,Expressway,2022-11-10,2023-06-23,2026-06-23,2026-09-11,385.13,448.7,PAI26-100504,OCMS-2018-10504,PMG-50504
PAI-00506,Rail Corridor Project 506 - Madhya Pradesh,Ministry of Railways,RVNL,Railways,Madhya Pradesh,Rail Corridor,2023-01-28,2023-09-26,2028-04-26,2028-06-01,201.51,201.51,PAI26-100505,OCMS-2019-10505,PMG-50505
PAI-00507,Substation Project 507 - Jharkhand,Ministry of Power,Power Grid Corporation,Power,Jharkhand,Substation,2023-02-15,2023-09-07,2025-09-07,2025-09-07,375.95,389.56,PAI26-100506,OCMS-2020-10506,PMG-50506
PAI-00508,Dredging Project 508 - Jharkhand,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Jharkhand,Dredging,2022-07-15,2023-03-02,2026-08-02,2027-04-21,208.35,289.21,PAI26-100507,OCMS-2021-10507,PMG-50507
PAI-00509,Terminal Project 509 - Uttar Pradesh,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Uttar Pradesh,Terminal,2023-11-13,2024-06-26,2027-07-26,2027-09-27,150.0,169.7,PAI26-100508,OCMS-2022-10508,PMG-50508
PAI-00510,Data Network Project 510 - Maharashtra,Ministry of Telecommunications,Department of Telecommunications,Telecom,Maharashtra,Data Network,2023-06-22,2024-02-23,2027-12-23,2028-01-26,150.0,176.73,PAI26-100509,OCMS-2023-10509,PMG-50509
PAI-00511,Bridge Project 511 - Chhattisgarh,Ministry of Road Transport & Highways,MoRTH,Roads,Chhattisgarh,Bridge,2023-04-12,2023-11-26,2026-07-26,2026-07-31,150.0,150.57,PAI26-100510,OCMS-2024-10510,PMG-50510
PAI-00512,Electrification Project 512 - Assam,Ministry of Railways,Indian Railways,Railways,Assam,Electrification,2023-02-01,2023-10-18,2026-04-18,2026-07-14,300.19,311.96,PAI26-100511,OCMS-2018-10511,PMG-50511
PAI-00513,Substation Project 513 - Assam,Ministry of Power,NTPC,Power,Assam,Substation,2023-10-19,2024-01-22,2028-04-22,2028-05-27,168.0,173.12,PAI26-100512,OCMS-2019-10512,PMG-50512
PAI-00514,Dredging Project 514 - Tamil Nadu,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Tamil Nadu,Dredging,2023-06-14,2023-10-30,2028-10-30,2028-11-24,216.58,240.48,PAI26-100513,OCMS-2020-10513,PMG-50513
PAI-00515,Terminal Project 515 - Assam,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Assam,Terminal,2022-10-05,2023-05-25,2025-10-25,2025-12-10,150.0,166.75,PAI26-100514,OCMS-2021-10514,PMG-50514
PAI-00516,5G Infrastructure Project 516 - Jharkhand,Ministry of Telecommunications,RailTel,Telecom,Jharkhand,5G Infrastructure,2023-10-03,2024-01-17,2027-10-17,2028-04-06,150.0,191.82,PAI26-100515,OCMS-2022-10515,PMG-50515
PAI-00517,Bridge Project 517 - Haryana,Ministry of Road Transport & Highways,NHAI,Roads,Haryana,Bridge,2022-07-04,2023-04-19,2025-09-19,2026-04-03,191.99,228.46,PAI26-100516,OCMS-2023-10516,PMG-50516
PAI-00518,Station Redevelopment Project 518 - Karnataka,Ministry of Railways,Indian Railways,Railways,Karnataka,Station Redevelopment,2022-11-09,2023-08-17,2026-01-17,2026-02-10,156.8,162.14,PAI26-100517,OCMS-2024-10517,PMG-50517
PAI-00519,Substation Project 519 - Karnataka,Ministry of Power,Power Grid Corporation,Power,Karnataka,Substation,2022-12-03,2023-07-13,2026-07-13,2026-12-18,150.0,168.59,PAI26-100518,OCMS-2018-10518,PMG-50518
PAI-00520,Inland Waterway Project 520 - Rajasthan,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Rajasthan,Inland Waterway,2022-10-31,2023-08-19,2026-09-19,2027-07-03,150.0,206.99,PAI26-100519,OCMS-2019-10519,PMG-50519
PAI-00521,Runway Project 521 - Kerala,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Kerala,Runway,2022-09-09,2023-01-19,2025-07-19,2025-07-22,261.66,261.66,PAI26-100520,OCMS-2020-10520,PMG-50520
PAI-00522,Tower Infrastructure Project 522 - Odisha,Ministry of Telecommunications,RailTel,Telecom,Odisha,Tower Infrastructure,2023-03-05,2023-12-10,2027-01-10,2027-01-18,150.0,150.0,PAI26-100521,OCMS-2021-10521,PMG-50521
PAI-00523,Road Widening Project 523 - Uttarakhand,Ministry of Road Transport & Highways,NHIDCL,Roads,Uttarakhand,Road Widening,2023-07-27,2023-12-13,2027-08-13,2027-10-27,150.0,171.05,PAI26-100522,OCMS-2022-10522,PMG-50522
PAI-00524,Station Redevelopment Project 524 - Uttarakhand,Ministry of Railways,IRCON,Railways,Uttarakhand,Station Redevelopment,2022-12-16,2023-09-03,2028-07-03,2028-08-16,183.2,183.2,PAI26-100523,OCMS-2023-10523,PMG-50523
PAI-00525,Grid Modernisation Project 525 - Andhra Pradesh,Ministry of Power,NHPC,Power,Andhra Pradesh,Grid Modernisation,2023-08-25,2024-02-18,2027-06-18,2027-10-31,154.78,189.53,PAI26-100524,OCMS-2024-10524,PMG-50524
PAI-00526,Port Expansion Project 526 - Sikkim,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Sikkim,Port Expansion,2022-12-26,2023-10-16,2026-10-16,2026-12-25,167.98,192.93,PAI26-100525,OCMS-2018-10525,PMG-50525
PAI-00527,Runway Project 527 - Punjab,Ministry of Civil Aviation,AAI,Civil Aviation,Punjab,Runway,2022-08-07,2023-03-06,2027-08-06,2027-08-06,217.75,233.3,PAI26-100526,OCMS-2019-10526,PMG-50526
PAI-00528,Fiber Network Project 528 - Sikkim,Ministry of Telecommunications,Department of Telecommunications,Telecom,Sikkim,Fiber Network,2023-10-04,2024-07-26,2027-09-26,2027-12-19,194.64,206.89,PAI26-100527,OCMS-2020-10527,PMG-50527
PAI-00529,National Highway Project 529 - Telangana,Ministry of Road Transport & Highways,NHIDCL,Roads,Telangana,National Highway,2023-05-07,2024-01-24,2028-07-24,2028-08-22,150.0,163.5,PAI26-100528,OCMS-2021-10528,PMG-50528
PAI-00530,Bridge Project 530 - Karnataka,Ministry of Railways,IRCON,Railways,Karnataka,Bridge,2022-02-18,2022-08-17,2027-04-17,2027-05-03,150.0,153.11,PAI26-100529,OCMS-2022-10529,PMG-50529
PAI-00531,Transmission Project 531 - Madhya Pradesh,Ministry of Power,Power Grid Corporation,Power,Madhya Pradesh,Transmission,2023-02-02,2023-04-04,2027-11-04,2028-03-05,150.0,166.27,PAI26-100530,OCMS-2023-10530,PMG-50530
PAI-00532,Dredging Project 532 - Assam,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Assam,Dredging,2023-06-22,2023-11-23,2028-04-23,2028-05-28,150.0,159.64,PAI26-100531,OCMS-2024-10531,PMG-50531
PAI-00533,Airport Expansion Project 533 - Gujarat,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Gujarat,Airport Expansion,2023-11-08,2024-07-18,2028-06-18,2028-11-15,310.98,370.52,PAI26-100532,OCMS-2018-10532,PMG-50532
PAI-00534,Fiber Network Project 534 - Karnataka,Ministry of Telecommunications,Department of Telecommunications,Telecom,Karnataka,Fiber Network,2023-05-18,2023-10-26,2026-10-26,2026-11-10,183.43,195.5,PAI26-100533,OCMS-2019-10533,PMG-50533
PAI-00535,Road Widening Project 535 - Gujarat,Ministry of Road Transport & Highways,MoRTH,Roads,Gujarat,Road Widening,2022-11-30,2023-07-05,2026-04-05,2027-01-16,150.0,199.77,PAI26-100534,OCMS-2020-10534,PMG-50534
PAI-00536,Station Redevelopment Project 536 - Bihar,Ministry of Railways,RVNL,Railways,Bihar,Station Redevelopment,2022-10-04,2023-05-12,2025-05-12,2025-07-31,150.0,163.0,PAI26-100535,OCMS-2021-10535,PMG-50535
PAI-00537,Generation Project 537 - West Bengal,Ministry of Power,NTPC,Power,West Bengal,Generation,2022-10-20,2022-12-22,2027-11-22,2027-11-22,151.04,153.57,PAI26-100536,OCMS-2022-10536,PMG-50536
PAI-00538,Terminal Project 538 - Punjab,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Punjab,Terminal,2023-12-08,2024-08-20,2028-12-20,2029-02-10,150.0,162.24,PAI26-100537,OCMS-2023-10537,PMG-50537
PAI-00539,Terminal Project 539 - Andhra Pradesh,Ministry of Civil Aviation,AAI,Civil Aviation,Andhra Pradesh,Terminal,2023-02-18,2023-05-05,2027-04-05,2027-08-23,157.2,198.26,PAI26-100538,OCMS-2024-10538,PMG-50538
PAI-00540,Fiber Network Project 540 - Jharkhand,Ministry of Telecommunications,Department of Telecommunications,Telecom,Jharkhand,Fiber Network,2022-06-10,2023-02-12,2027-04-12,2028-02-12,294.49,409.04,PAI26-100539,OCMS-2018-10539,PMG-50539
PAI-00541,Bridge Project 541 - Haryana,Ministry of Road Transport & Highways,NHAI,Roads,Haryana,Bridge,2023-02-16,2023-11-25,2028-03-25,2028-04-17,150.0,161.15,PAI26-100540,OCMS-2019-10540,PMG-50540
PAI-00542,Bridge Project 542 - Karnataka,Ministry of Railways,RVNL,Railways,Karnataka,Bridge,2023-10-20,2024-01-10,2027-12-10,2028-10-03,158.93,233.59,PAI26-100541,OCMS-2020-10541,PMG-50541
PAI-00543,Generation Project 543 - Gujarat,Ministry of Power,NHPC,Power,Gujarat,Generation,2022-12-06,2023-06-23,2028-05-23,2028-06-02,150.0,157.98,PAI26-100542,OCMS-2021-10542,PMG-50542
PAI-00544,Terminal Project 544 - Madhya Pradesh,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Madhya Pradesh,Terminal,2022-10-04,2022-12-03,2027-09-03,2027-09-03,179.38,179.38,PAI26-100543,OCMS-2022-10543,PMG-50543
PAI-00545,Terminal Project 545 - Chhattisgarh,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Chhattisgarh,Terminal,2023-03-01,2023-12-05,2026-03-05,2026-04-10,150.0,155.45,PAI26-100544,OCMS-2023-10544,PMG-50544
PAI-00546,Data Network Project 546 - Chhattisgarh,Ministry of Telecommunications,Department of Telecommunications,Telecom,Chhattisgarh,Data Network,2022-01-30,2022-04-23,2024-06-23,2024-06-27,167.17,175.02,PAI26-100545,OCMS-2024-10545,PMG-50545
PAI-00547,Expressway Project 547 - Kerala,Ministry of Road Transport & Highways,NHAI,Roads,Kerala,Expressway,2022-03-31,2022-10-29,2027-09-29,2027-11-30,221.94,231.29,PAI26-100546,OCMS-2018-10546,PMG-50546
PAI-00548,Electrification Project 548 - West Bengal,Ministry of Railways,IRCON,Railways,West Bengal,Electrification,2022-10-23,2023-04-23,2027-05-23,2027-05-23,150.0,159.9,PAI26-100547,OCMS-2019-10547,PMG-50547
PAI-00549,Grid Modernisation Project 549 - Assam,Ministry of Power,NTPC,Power,Assam,Grid Modernisation,2023-08-14,2024-03-12,2027-08-12,2027-11-12,866.46,1071.14,PAI26-100548,OCMS-2020-10548,PMG-50548
PAI-00550,Inland Waterway Project 550 - Andhra Pradesh,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Andhra Pradesh,Inland Waterway,2022-04-23,2022-09-25,2027-02-25,2027-06-20,160.69,197.92,PAI26-100549,OCMS-2021-10549,PMG-50549
PAI-00551,Airport Expansion Project 551 - Assam,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Assam,Airport Expansion,2023-08-21,2024-04-22,2028-03-22,2028-04-26,150.0,165.3,PAI26-100550,OCMS-2022-10550,PMG-50550
PAI-00552,5G Infrastructure Project 552 - Chhattisgarh,Ministry of Telecommunications,BSNL,Telecom,Chhattisgarh,5G Infrastructure,2022-12-16,2023-05-13,2026-12-13,2027-03-09,150.0,168.56,PAI26-100551,OCMS-2023-10551,PMG-50551
PAI-00553,Road Widening Project 553 - Sikkim,Ministry of Road Transport & Highways,NHAI,Roads,Sikkim,Road Widening,2022-04-06,2023-01-21,2026-11-21,2027-05-17,180.76,219.56,PAI26-100552,OCMS-2024-10552,PMG-50552
